transaction_id,sales_module_transaction_id,transaction_source,tender_type,store_no,customer_id,sales_associate_no,transaction_type,transaction_date,pos_transaction_no,register_no,segmentation_flag_a,segmentation_flag_b,segmentation_flag_c,segmentation_flag_d,segmentation_flag_e,segmentation_flag_f,segmentation_flag_g,segmentation_flag_h,customer_no_flag,total_net_retail,no_transaction_lines,reward_points_flag,total_net_retail_central,exchange_rate,currency_code,posted_date,transaction_time,tender_amount_total,tender_amount_total_central,no_tender_lines
58482957,0,1,DISC,1,4997,43850,R,30-03-2013 00:00,49415,8,0,0,0,0,0,0,0,0,1,248.16,5,1,248.16,1,USD,31-03-2013 00:00,30-03-2013 00:00,248.16,248.16,1
58482958,0,1,GIFT,9330,1347,90276,S,05-02-2012 00:00,29243,10,0,0,0,0,0,0,0,0,1,183.68,5,1,183.68,1,USD,06-02-2012 00:00,05-02-2012 00:00,183.68,183.68,1
58482959,0,1,GIFT,9451,1643,91993,R,17-02-2017 00:00,26562,1,0,0,0,0,0,0,0,0,1,246.83,4,1,246.83,1,USD,18-02-2017 00:00,17-02-2017 00:00,246.83,246.83,1
58482960,0,1,MAST,9851,3031,46123,R,21-11-2015 00:00,41875,3,0,0,0,0,0,0,0,0,1,371.6,3,1,371.6,1,USD,22-11-2015 00:00,21-11-2015 00:00,371.6,371.6,1
58482961,0,1,DISC,9588,581,92961,S,03-09-2013 00:00,18543,10,0,0,0,0,0,0,0,0,1,200.24,2,1,200.24,1,USD,04-09-2013 00:00,03-09-2013 00:00,200.24,200.24,1
58482962,0,1,GIFT,2,876,63486,S,17-02-2022 00:00,36961,9,0,0,0,0,0,0,0,0,1,210.82,4,1,210.82,1,USD,18-02-2022 00:00,17-02-2022 00:00,210.82,210.82,1
58482963,0,1,GIFT,1,1306,18371,R,12-04-2025 00:00,37963,2,0,0,0,0,0,0,0,0,1,396.17,3,1,396.17,1,USD,13-04-2025 00:00,12-04-2025 00:00,396.17,396.17,1
58482964,0,1,DISC,5011,3919,59064,S,18-08-2022 00:00,72175,8,0,0,0,0,0,0,0,0,1,342.61,3,1,342.61,1,USD,19-08-2022 00:00,18-08-2022 00:00,342.61,342.61,1
58482965,0,1,VISA,9851,306,38573,S,27-10-2018 00:00,48339,8,0,0,0,0,0,0,0,0,1,470.6,2,1,470.6,1,USD,28-10-2018 00:00,27-10-2018 00:00,470.6,470.6,1
58482966,0,1,DISC,9422,4226,24730,S,16-02-2013 00:00,86890,1,0,0,0,0,0,0,0,0,1,423.9,1,1,423.9,1,USD,17-02-2013 00:00,16-02-2013 00:00,423.9,423.9,1
58482967,0,1,CASH,9451,2131,65451,S,17-08-2015 00:00,71471,5,0,0,0,0,0,0,0,0,1,314.6,5,1,314.6,1,USD,18-08-2015 00:00,17-08-2015 00:00,314.6,314.6,1
58482968,0,1,AMEX,5011,4988,94724,S,07-12-2018 00:00,53036,7,0,0,0,0,0,0,0,0,1,450.55,2,1,450.55,1,USD,08-12-2018 00:00,07-12-2018 00:00,450.55,450.55,1
58482969,0,1,GIFT,5011,1018,40232,S,17-09-2022 00:00,54883,1,0,0,0,0,0,0,0,0,1,61.41,3,1,61.41,1,USD,18-09-2022 00:00,17-09-2022 00:00,61.41,61.41,1
58482970,0,1,CASH,1,884,36820,S,13-09-2016 00:00,32910,3,0,0,0,0,0,0,0,0,1,211.11,4,1,211.11,1,USD,14-09-2016 00:00,13-09-2016 00:00,211.11,211.11,1
58482971,0,1,MAST,9422,1326,80178,S,26-04-2021 00:00,38203,8,0,0,0,0,0,0,0,0,1,152.2,2,1,152.2,1,USD,27-04-2021 00:00,26-04-2021 00:00,152.2,152.2,1
58482972,0,1,AMEX,9451,1416,56397,S,23-10-2017 00:00,83198,3,0,0,0,0,0,0,0,0,1,392.71,3,1,392.71,1,USD,24-10-2017 00:00,23-10-2017 00:00,392.71,392.71,1
58482973,0,1,VISA,2,3978,86624,S,28-05-2019 00:00,52395,8,0,0,0,0,0,0,0,0,1,96.65,3,1,96.65,1,USD,29-05-2019 00:00,28-05-2019 00:00,96.65,96.65,1
58482974,0,1,DISC,1,4304,28337,S,22-12-2014 00:00,28875,6,0,0,0,0,0,0,0,0,1,426.12,1,1,426.12,1,USD,23-12-2014 00:00,22-12-2014 00:00,426.12,426.12,1
58482975,0,1,MAST,9851,4040,14903,S,29-01-2018 00:00,67783,2,0,0,0,0,0,0,0,0,1,478.99,2,1,478.99,1,USD,30-01-2018 00:00,29-01-2018 00:00,478.99,478.99,1
58482976,0,1,CASH,9451,4560,61560,S,06-10-2025 00:00,61145,10,0,0,0,0,0,0,0,0,1,214.88,5,1,214.88,1,USD,07-10-2025 00:00,06-10-2025 00:00,214.88,214.88,1
58482977,0,1,CASH,9851,4837,22094,R,23-06-2012 00:00,68241,10,0,0,0,0,0,0,0,0,1,145.53,2,1,145.53,1,USD,24-06-2012 00:00,23-06-2012 00:00,145.53,145.53,1
58482978,0,1,CASH,2,4550,80857,S,18-03-2015 00:00,17758,2,0,0,0,0,0,0,0,0,1,321.36,1,1,321.36,1,USD,19-03-2015 00:00,18-03-2015 00:00,321.36,321.36,1
58482979,0,1,GIFT,9588,1056,17164,S,10-10-2017 00:00,42396,1,0,0,0,0,0,0,0,0,1,402.57,3,1,402.57,1,USD,11-10-2017 00:00,10-10-2017 00:00,402.57,402.57,1
58482980,0,1,CASH,1,738,91900,S,16-04-2024 00:00,46668,9,0,0,0,0,0,0,0,0,1,156.91,4,1,156.91,1,USD,17-04-2024 00:00,16-04-2024 00:00,156.91,156.91,1
58482981,0,1,DISC,9422,4480,35619,S,27-01-2014 00:00,13944,8,0,0,0,0,0,0,0,0,1,491.3,2,1,491.3,1,USD,28-01-2014 00:00,27-01-2014 00:00,491.3,491.3,1
58482982,0,1,GIFT,9330,2157,74205,S,08-07-2024 00:00,84346,5,0,0,0,0,0,0,0,0,1,487.72,4,1,487.72,1,USD,09-07-2024 00:00,08-07-2024 00:00,487.72,487.72,1
58482983,0,1,CHECK,9851,3805,71123,S,26-09-2016 00:00,70964,6,0,0,0,0,0,0,0,0,1,314.16,5,1,314.16,1,USD,27-09-2016 00:00,26-09-2016 00:00,314.16,314.16,1
58482984,0,1,MAST,2,4533,96152,R,07-07-2024 00:00,98063,7,0,0,0,0,0,0,0,0,1,114.66,4,1,114.66,1,USD,08-07-2024 00:00,07-07-2024 00:00,114.66,114.66,1
58482985,0,1,AMEX,5011,4561,82072,R,13-04-2025 00:00,67207,8,0,0,0,0,0,0,0,0,1,476.0,1,1,476.0,1,USD,14-04-2025 00:00,13-04-2025 00:00,476.0,476.0,1
58482986,0,1,DISC,5011,3135,47268,S,01-10-2013 00:00,92991,9,0,0,0,0,0,0,0,0,1,455.77,5,1,455.77,1,USD,02-10-2013 00:00,01-10-2013 00:00,455.77,455.77,1
58482987,0,1,GIFT,1,2099,71817,S,25-10-2020 00:00,26024,8,0,0,0,0,0,0,0,0,1,294.76,1,1,294.76,1,USD,26-10-2020 00:00,25-10-2020 00:00,294.76,294.76,1
58482988,0,1,MAST,1,1004,87663,S,14-04-2019 00:00,58240,10,0,0,0,0,0,0,0,0,1,499.74,5,1,499.74,1,USD,15-04-2019 00:00,14-04-2019 00:00,499.74,499.74,1
58482989,0,1,DISC,5011,908,34089,S,14-11-2020 00:00,81023,10,0,0,0,0,0,0,0,0,1,226.09,2,1,226.09,1,USD,15-11-2020 00:00,14-11-2020 00:00,226.09,226.09,1
58482990,0,1,DISC,9330,2090,52356,R,26-03-2021 00:00,83011,6,0,0,0,0,0,0,0,0,1,332.75,5,1,332.75,1,USD,27-03-2021 00:00,26-03-2021 00:00,332.75,332.75,1
58482991,0,1,MAST,9588,4624,36875,S,28-10-2013 00:00,93779,9,0,0,0,0,0,0,0,0,1,108.89,4,1,108.89,1,USD,29-10-2013 00:00,28-10-2013 00:00,108.89,108.89,1
58482992,0,1,CASH,9851,2509,61486,S,11-06-2013 00:00,33545,7,0,0,0,0,0,0,0,0,1,94.7,5,1,94.7,1,USD,12-06-2013 00:00,11-06-2013 00:00,94.7,94.7,1
58482993,0,1,AMEX,5011,373,91671,S,14-04-2018 00:00,76084,2,0,0,0,0,0,0,0,0,1,145.61,2,1,145.61,1,USD,15-04-2018 00:00,14-04-2018 00:00,145.61,145.61,1
58482994,0,1,CHECK,9588,4858,26224,S,21-09-2015 00:00,19581,5,0,0,0,0,0,0,0,0,1,464.55,1,1,464.55,1,USD,22-09-2015 00:00,21-09-2015 00:00,464.55,464.55,1
58482995,0,1,CASH,9851,171,24920,R,24-08-2013 00:00,17930,1,0,0,0,0,0,0,0,0,1,390.19,3,1,390.19,1,USD,25-08-2013 00:00,24-08-2013 00:00,390.19,390.19,1
58482996,0,1,CHECK,5011,3173,39499,S,07-12-2012 00:00,33880,8,0,0,0,0,0,0,0,0,1,276.75,2,1,276.75,1,USD,08-12-2012 00:00,07-12-2012 00:00,276.75,276.75,1
58482997,0,1,CHECK,9851,3193,95397,R,04-12-2021 00:00,86889,5,0,0,0,0,0,0,0,0,1,332.39,2,1,332.39,1,USD,05-12-2021 00:00,04-12-2021 00:00,332.39,332.39,1
58482998,0,1,CHECK,1,614,79858,S,05-07-2012 00:00,71953,5,0,0,0,0,0,0,0,0,1,482.93,3,1,482.93,1,USD,06-07-2012 00:00,05-07-2012 00:00,482.93,482.93,1
58482999,0,1,MAST,9451,552,21976,R,03-05-2024 00:00,76938,1,0,0,0,0,0,0,0,0,1,497.58,4,1,497.58,1,USD,04-05-2024 00:00,03-05-2024 00:00,497.58,497.58,1
58483000,0,1,CASH,9851,1578,72391,S,03-10-2012 00:00,96403,8,0,0,0,0,0,0,0,0,1,177.44,2,1,177.44,1,USD,04-10-2012 00:00,03-10-2012 00:00,177.44,177.44,1
58483001,0,1,CASH,9422,2398,35239,R,06-05-2022 00:00,66801,8,0,0,0,0,0,0,0,0,1,51.74,2,1,51.74,1,USD,07-05-2022 00:00,06-05-2022 00:00,51.74,51.74,1
58483002,0,1,MAST,9451,4790,50002,S,10-11-2020 00:00,90272,3,0,0,0,0,0,0,0,0,1,116.31,4,1,116.31,1,USD,11-11-2020 00:00,10-11-2020 00:00,116.31,116.31,1
58483003,0,1,DISC,9422,4767,52749,S,23-08-2024 00:00,30263,2,0,0,0,0,0,0,0,0,1,185.48,2,1,185.48,1,USD,24-08-2024 00:00,23-08-2024 00:00,185.48,185.48,1
58483004,0,1,AMEX,5011,4867,95321,S,11-07-2016 00:00,77359,1,0,0,0,0,0,0,0,0,1,328.71,2,1,328.71,1,USD,12-07-2016 00:00,11-07-2016 00:00,328.71,328.71,1
58483005,0,1,CHECK,5011,4127,43107,R,17-02-2025 00:00,84673,5,0,0,0,0,0,0,0,0,1,387.66,4,1,387.66,1,USD,18-02-2025 00:00,17-02-2025 00:00,387.66,387.66,1
58483006,0,1,AMEX,9851,4452,62345,R,19-03-2021 00:00,60506,1,0,0,0,0,0,0,0,0,1,469.55,2,1,469.55,1,USD,20-03-2021 00:00,19-03-2021 00:00,469.55,469.55,1
58483007,0,1,CHECK,9588,4045,50363,R,01-12-2013 00:00,35023,2,0,0,0,0,0,0,0,0,1,178.48,1,1,178.48,1,USD,02-12-2013 00:00,01-12-2013 00:00,178.48,178.48,1
58483008,0,1,MAST,2,1407,30049,R,03-09-2023 00:00,84089,6,0,0,0,0,0,0,0,0,1,481.03,5,1,481.03,1,USD,04-09-2023 00:00,03-09-2023 00:00,481.03,481.03,1
58483009,0,1,AMEX,1,2946,58636,S,09-07-2014 00:00,17255,6,0,0,0,0,0,0,0,0,1,289.04,2,1,289.04,1,USD,10-07-2014 00:00,09-07-2014 00:00,289.04,289.04,1
58483010,0,1,GIFT,1,2777,21204,S,23-02-2021 00:00,44135,8,0,0,0,0,0,0,0,0,1,125.2,1,1,125.2,1,USD,24-02-2021 00:00,23-02-2021 00:00,125.2,125.2,1
58483011,0,1,VISA,9330,4075,50997,R,22-02-2014 00:00,91653,8,0,0,0,0,0,0,0,0,1,162.9,3,1,162.9,1,USD,23-02-2014 00:00,22-02-2014 00:00,162.9,162.9,1
58483012,0,1,MAST,9330,868,46910,R,04-08-2025 00:00,24187,1,0,0,0,0,0,0,0,0,1,298.92,2,1,298.92,1,USD,05-08-2025 00:00,04-08-2025 00:00,298.92,298.92,1
58483013,0,1,GIFT,9588,442,30706,R,04-05-2012 00:00,99973,10,0,0,0,0,0,0,0,0,1,154.57,3,1,154.57,1,USD,05-05-2012 00:00,04-05-2012 00:00,154.57,154.57,1
58483014,0,1,DISC,9851,949,61951,S,31-01-2014 00:00,53153,6,0,0,0,0,0,0,0,0,1,138.09,4,1,138.09,1,USD,01-02-2014 00:00,31-01-2014 00:00,138.09,138.09,1
58483015,0,1,CASH,9588,4588,15856,S,25-02-2012 00:00,47901,1,0,0,0,0,0,0,0,0,1,127.18,2,1,127.18,1,USD,26-02-2012 00:00,25-02-2012 00:00,127.18,127.18,1
58483016,0,1,GIFT,9851,1951,13938,R,31-08-2012 00:00,75014,3,0,0,0,0,0,0,0,0,1,242.05,4,1,242.05,1,USD,01-09-2012 00:00,31-08-2012 00:00,242.05,242.05,1
58483017,0,1,AMEX,9422,805,69303,S,27-05-2021 00:00,21535,8,0,0,0,0,0,0,0,0,1,293.46,5,1,293.46,1,USD,28-05-2021 00:00,27-05-2021 00:00,293.46,293.46,1
58483018,0,1,GIFT,9851,2014,51394,S,28-11-2015 00:00,73330,7,0,0,0,0,0,0,0,0,1,226.73,1,1,226.73,1,USD,29-11-2015 00:00,28-11-2015 00:00,226.73,226.73,1
58483019,0,1,VISA,2,372,47191,R,24-10-2013 00:00,98142,1,0,0,0,0,0,0,0,0,1,418.17,5,1,418.17,1,USD,25-10-2013 00:00,24-10-2013 00:00,418.17,418.17,1
58483020,0,1,MAST,9588,4961,29595,S,21-05-2021 00:00,41300,6,0,0,0,0,0,0,0,0,1,199.17,2,1,199.17,1,USD,22-05-2021 00:00,21-05-2021 00:00,199.17,199.17,1
58483021,0,1,MAST,1,1557,14034,S,17-07-2025 00:00,92159,1,0,0,0,0,0,0,0,0,1,431.1,4,1,431.1,1,USD,18-07-2025 00:00,17-07-2025 00:00,431.1,431.1,1
58483022,0,1,CHECK,9851,3409,33158,S,12-11-2012 00:00,66108,3,0,0,0,0,0,0,0,0,1,99.45,1,1,99.45,1,USD,13-11-2012 00:00,12-11-2012 00:00,99.45,99.45,1
58483023,0,1,CHECK,9330,230,71705,R,16-01-2020 00:00,10349,3,0,0,0,0,0,0,0,0,1,495.48,3,1,495.48,1,USD,17-01-2020 00:00,16-01-2020 00:00,495.48,495.48,1
58483024,0,1,VISA,5011,1977,78908,S,07-10-2020 00:00,76042,1,0,0,0,0,0,0,0,0,1,445.56,4,1,445.56,1,USD,08-10-2020 00:00,07-10-2020 00:00,445.56,445.56,1
58483025,0,1,MAST,9330,2724,57005,R,09-06-2017 00:00,59420,3,0,0,0,0,0,0,0,0,1,170.67,2,1,170.67,1,USD,10-06-2017 00:00,09-06-2017 00:00,170.67,170.67,1
58483026,0,1,MAST,9330,4184,57706,S,20-10-2016 00:00,91138,4,0,0,0,0,0,0,0,0,1,445.2,1,1,445.2,1,USD,21-10-2016 00:00,20-10-2016 00:00,445.2,445.2,1
58483027,0,1,DISC,9451,1844,83723,S,30-07-2020 00:00,13649,8,0,0,0,0,0,0,0,0,1,223.41,1,1,223.41,1,USD,31-07-2020 00:00,30-07-2020 00:00,223.41,223.41,1
58483028,0,1,CASH,9851,3761,99547,R,09-12-2017 00:00,64499,4,0,0,0,0,0,0,0,0,1,208.93,5,1,208.93,1,USD,10-12-2017 00:00,09-12-2017 00:00,208.93,208.93,1
58483029,0,1,MAST,9588,1942,28500,S,07-04-2022 00:00,74465,8,0,0,0,0,0,0,0,0,1,239.82,1,1,239.82,1,USD,08-04-2022 00:00,07-04-2022 00:00,239.82,239.82,1
58483030,0,1,MAST,9422,2747,41701,R,29-02-2016 00:00,13342,10,0,0,0,0,0,0,0,0,1,179.69,5,1,179.69,1,USD,01-03-2016 00:00,29-02-2016 00:00,179.69,179.69,1
58483031,0,1,AMEX,2,3422,93783,S,31-03-2016 00:00,73616,8,0,0,0,0,0,0,0,0,1,266.55,5,1,266.55,1,USD,01-04-2016 00:00,31-03-2016 00:00,266.55,266.55,1
58483032,0,1,CASH,9588,2131,88861,S,16-02-2015 00:00,54532,9,0,0,0,0,0,0,0,0,1,493.51,4,1,493.51,1,USD,17-02-2015 00:00,16-02-2015 00:00,493.51,493.51,1
58483033,0,1,AMEX,5011,1490,82412,S,20-11-2018 00:00,11302,8,0,0,0,0,0,0,0,0,1,79.49,5,1,79.49,1,USD,21-11-2018 00:00,20-11-2018 00:00,79.49,79.49,1
58483034,0,1,CHECK,5011,4469,67359,S,24-10-2014 00:00,67729,5,0,0,0,0,0,0,0,0,1,223.34,1,1,223.34,1,USD,25-10-2014 00:00,24-10-2014 00:00,223.34,223.34,1
58483035,0,1,DISC,2,1920,82625,S,29-09-2024 00:00,36253,2,0,0,0,0,0,0,0,0,1,491.16,3,1,491.16,1,USD,30-09-2024 00:00,29-09-2024 00:00,491.16,491.16,1
58483036,0,1,GIFT,9422,984,88867,S,09-01-2016 00:00,67323,4,0,0,0,0,0,0,0,0,1,131.61,5,1,131.61,1,USD,10-01-2016 00:00,09-01-2016 00:00,131.61,131.61,1
58483037,0,1,GIFT,9851,3466,31386,S,07-04-2014 00:00,96405,9,0,0,0,0,0,0,0,0,1,286.43,1,1,286.43,1,USD,08-04-2014 00:00,07-04-2014 00:00,286.43,286.43,1
58483038,0,1,GIFT,9588,2045,88809,R,19-07-2021 00:00,42171,8,0,0,0,0,0,0,0,0,1,353.3,5,1,353.3,1,USD,20-07-2021 00:00,19-07-2021 00:00,353.3,353.3,1
58483039,0,1,AMEX,9851,4053,23248,R,23-02-2013 00:00,26258,2,0,0,0,0,0,0,0,0,1,495.59,1,1,495.59,1,USD,24-02-2013 00:00,23-02-2013 00:00,495.59,495.59,1
58483040,0,1,CASH,9422,2098,18730,S,30-03-2022 00:00,35852,2,0,0,0,0,0,0,0,0,1,398.58,2,1,398.58,1,USD,31-03-2022 00:00,30-03-2022 00:00,398.58,398.58,1
58483041,0,1,MAST,2,1226,91941,S,06-10-2020 00:00,70383,2,0,0,0,0,0,0,0,0,1,182.83,5,1,182.83,1,USD,07-10-2020 00:00,06-10-2020 00:00,182.83,182.83,1
58483042,0,1,AMEX,9422,4091,67659,S,13-12-2024 00:00,47626,9,0,0,0,0,0,0,0,0,1,488.45,3,1,488.45,1,USD,14-12-2024 00:00,13-12-2024 00:00,488.45,488.45,1
58483043,0,1,CASH,2,818,68208,S,10-05-2018 00:00,69172,4,0,0,0,0,0,0,0,0,1,225.9,3,1,225.9,1,USD,11-05-2018 00:00,10-05-2018 00:00,225.9,225.9,1
58483044,0,1,CASH,2,3929,49238,S,23-02-2023 00:00,38880,1,0,0,0,0,0,0,0,0,1,198.19,4,1,198.19,1,USD,24-02-2023 00:00,23-02-2023 00:00,198.19,198.19,1
58483045,0,1,CHECK,9851,4169,55906,R,05-02-2012 00:00,29621,7,0,0,0,0,0,0,0,0,1,357.96,2,1,357.96,1,USD,06-02-2012 00:00,05-02-2012 00:00,357.96,357.96,1
58483046,0,1,CASH,9422,199,67749,S,08-03-2016 00:00,24339,5,0,0,0,0,0,0,0,0,1,55.45,1,1,55.45,1,USD,09-03-2016 00:00,08-03-2016 00:00,55.45,55.45,1
58483047,0,1,AMEX,9422,1695,59603,S,14-03-2021 00:00,11392,2,0,0,0,0,0,0,0,0,1,135.69,2,1,135.69,1,USD,15-03-2021 00:00,14-03-2021 00:00,135.69,135.69,1
58483048,0,1,DISC,9851,3692,77044,S,02-03-2014 00:00,11614,6,0,0,0,0,0,0,0,0,1,395.53,5,1,395.53,1,USD,03-03-2014 00:00,02-03-2014 00:00,395.53,395.53,1
58483049,0,1,MAST,9422,2534,90711,S,23-09-2013 00:00,95404,8,0,0,0,0,0,0,0,0,1,455.43,4,1,455.43,1,USD,24-09-2013 00:00,23-09-2013 00:00,455.43,455.43,1
58483050,0,1,MAST,2,305,57329,R,27-06-2025 00:00,48511,10,0,0,0,0,0,0,0,0,1,163.04,4,1,163.04,1,USD,28-06-2025 00:00,27-06-2025 00:00,163.04,163.04,1
58483051,0,1,DISC,9451,256,31532,S,22-12-2014 00:00,76467,8,0,0,0,0,0,0,0,0,1,86.71,5,1,86.71,1,USD,23-12-2014 00:00,22-12-2014 00:00,86.71,86.71,1
58483052,0,1,CASH,9588,353,90445,R,31-05-2022 00:00,75195,9,0,0,0,0,0,0,0,0,1,263.56,5,1,263.56,1,USD,01-06-2022 00:00,31-05-2022 00:00,263.56,263.56,1
58483053,0,1,VISA,9330,3401,75782,S,17-10-2014 00:00,33418,8,0,0,0,0,0,0,0,0,1,109.06,2,1,109.06,1,USD,18-10-2014 00:00,17-10-2014 00:00,109.06,109.06,1
58483054,0,1,CHECK,2,81,34634,S,02-01-2019 00:00,43496,6,0,0,0,0,0,0,0,0,1,304.44,2,1,304.44,1,USD,03-01-2019 00:00,02-01-2019 00:00,304.44,304.44,1
58483055,0,1,GIFT,9422,994,18483,S,22-05-2019 00:00,74048,5,0,0,0,0,0,0,0,0,1,418.21,4,1,418.21,1,USD,23-05-2019 00:00,22-05-2019 00:00,418.21,418.21,1
58483056,0,1,CHECK,5011,119,38958,S,22-08-2021 00:00,28869,4,0,0,0,0,0,0,0,0,1,187.3,1,1,187.3,1,USD,23-08-2021 00:00,22-08-2021 00:00,187.3,187.3,1
58483057,0,1,DISC,9851,51,26450,S,14-10-2012 00:00,61385,1,0,0,0,0,0,0,0,0,1,266.57,1,1,266.57,1,USD,15-10-2012 00:00,14-10-2012 00:00,266.57,266.57,1
58483058,0,1,MAST,9422,63,42188,S,27-01-2013 00:00,72086,10,0,0,0,0,0,0,0,0,1,452.96,2,1,452.96,1,USD,28-01-2013 00:00,27-01-2013 00:00,452.96,452.96,1
58483059,0,1,CHECK,9588,289,75698,R,04-04-2024 00:00,45738,3,0,0,0,0,0,0,0,0,1,484.33,4,1,484.33,1,USD,05-04-2024 00:00,04-04-2024 00:00,484.33,484.33,1
58483060,0,1,DISC,9588,990,43014,R,17-02-2019 00:00,54799,9,0,0,0,0,0,0,0,0,1,282.57,1,1,282.57,1,USD,18-02-2019 00:00,17-02-2019 00:00,282.57,282.57,1
58483061,0,1,VISA,5011,2725,66819,R,09-02-2013 00:00,89469,5,0,0,0,0,0,0,0,0,1,219.47,1,1,219.47,1,USD,10-02-2013 00:00,09-02-2013 00:00,219.47,219.47,1
58483062,0,1,DISC,2,868,94989,R,27-06-2024 00:00,75939,1,0,0,0,0,0,0,0,0,1,307.17,4,1,307.17,1,USD,28-06-2024 00:00,27-06-2024 00:00,307.17,307.17,1
58483063,0,1,GIFT,5011,4011,60044,S,21-09-2018 00:00,81822,7,0,0,0,0,0,0,0,0,1,104.39,1,1,104.39,1,USD,22-09-2018 00:00,21-09-2018 00:00,104.39,104.39,1
58483064,0,1,CASH,9330,1527,40093,S,31-10-2024 00:00,22687,10,0,0,0,0,0,0,0,0,1,434.55,3,1,434.55,1,USD,01-11-2024 00:00,31-10-2024 00:00,434.55,434.55,1
58483065,0,1,VISA,2,3259,69646,R,11-10-2014 00:00,15333,5,0,0,0,0,0,0,0,0,1,352.56,4,1,352.56,1,USD,12-10-2014 00:00,11-10-2014 00:00,352.56,352.56,1
58483066,0,1,VISA,9851,2260,25892,S,30-04-2013 00:00,13545,6,0,0,0,0,0,0,0,0,1,204.49,1,1,204.49,1,USD,01-05-2013 00:00,30-04-2013 00:00,204.49,204.49,1
58483067,0,1,MAST,9330,3049,20922,R,11-06-2025 00:00,76519,7,0,0,0,0,0,0,0,0,1,172.57,4,1,172.57,1,USD,12-06-2025 00:00,11-06-2025 00:00,172.57,172.57,1
58483068,0,1,MAST,9451,978,12314,S,25-05-2014 00:00,70528,3,0,0,0,0,0,0,0,0,1,225.2,4,1,225.2,1,USD,26-05-2014 00:00,25-05-2014 00:00,225.2,225.2,1
58483069,0,1,GIFT,9588,4796,49859,R,24-09-2012 00:00,24083,10,0,0,0,0,0,0,0,0,1,321.39,5,1,321.39,1,USD,25-09-2012 00:00,24-09-2012 00:00,321.39,321.39,1
58483070,0,1,AMEX,9588,2507,89667,S,25-03-2015 00:00,14600,1,0,0,0,0,0,0,0,0,1,230.3,4,1,230.3,1,USD,26-03-2015 00:00,25-03-2015 00:00,230.3,230.3,1
58483071,0,1,AMEX,9330,3848,69044,S,12-01-2016 00:00,52534,10,0,0,0,0,0,0,0,0,1,246.44,4,1,246.44,1,USD,13-01-2016 00:00,12-01-2016 00:00,246.44,246.44,1
58483072,0,1,CASH,9451,340,34469,S,23-02-2019 00:00,93286,9,0,0,0,0,0,0,0,0,1,140.37,2,1,140.37,1,USD,24-02-2019 00:00,23-02-2019 00:00,140.37,140.37,1
58483073,0,1,MAST,9851,643,83839,S,23-03-2024 00:00,11189,10,0,0,0,0,0,0,0,0,1,217.37,4,1,217.37,1,USD,24-03-2024 00:00,23-03-2024 00:00,217.37,217.37,1
58483074,0,1,MAST,9330,412,49417,S,31-12-2023 00:00,20182,6,0,0,0,0,0,0,0,0,1,85.14,5,1,85.14,1,USD,01-01-2024 00:00,31-12-2023 00:00,85.14,85.14,1
58483075,0,1,DISC,1,1071,26438,S,23-07-2025 00:00,72912,1,0,0,0,0,0,0,0,0,1,100.85,4,1,100.85,1,USD,24-07-2025 00:00,23-07-2025 00:00,100.85,100.85,1
58483076,0,1,MAST,9330,529,91598,S,22-05-2017 00:00,60629,4,0,0,0,0,0,0,0,0,1,453.24,2,1,453.24,1,USD,23-05-2017 00:00,22-05-2017 00:00,453.24,453.24,1
58483077,0,1,AMEX,2,1373,38043,S,23-02-2022 00:00,27415,9,0,0,0,0,0,0,0,0,1,263.84,5,1,263.84,1,USD,24-02-2022 00:00,23-02-2022 00:00,263.84,263.84,1
58483078,0,1,AMEX,9451,4145,29639,S,10-10-2025 00:00,72395,2,0,0,0,0,0,0,0,0,1,498.55,3,1,498.55,1,USD,11-10-2025 00:00,10-10-2025 00:00,498.55,498.55,1
58483079,0,1,GIFT,9330,780,69271,S,13-09-2019 00:00,46888,1,0,0,0,0,0,0,0,0,1,105.84,4,1,105.84,1,USD,14-09-2019 00:00,13-09-2019 00:00,105.84,105.84,1
58483080,0,1,DISC,1,4480,66844,S,29-12-2020 00:00,92505,3,0,0,0,0,0,0,0,0,1,101.44,1,1,101.44,1,USD,30-12-2020 00:00,29-12-2020 00:00,101.44,101.44,1
58483081,0,1,DISC,9851,1875,68741,R,17-04-2017 00:00,61635,1,0,0,0,0,0,0,0,0,1,308.09,1,1,308.09,1,USD,18-04-2017 00:00,17-04-2017 00:00,308.09,308.09,1
58483082,0,1,CHECK,9451,311,78278,S,09-08-2014 00:00,44735,2,0,0,0,0,0,0,0,0,1,214.24,3,1,214.24,1,USD,10-08-2014 00:00,09-08-2014 00:00,214.24,214.24,1
58483083,0,1,VISA,1,1185,40550,S,04-08-2014 00:00,75100,7,0,0,0,0,0,0,0,0,1,360.62,2,1,360.62,1,USD,05-08-2014 00:00,04-08-2014 00:00,360.62,360.62,1
58483084,0,1,GIFT,9451,2154,15704,S,17-04-2023 00:00,22697,3,0,0,0,0,0,0,0,0,1,268.78,2,1,268.78,1,USD,18-04-2023 00:00,17-04-2023 00:00,268.78,268.78,1
58483085,0,1,DISC,9330,1340,19299,S,25-06-2022 00:00,37270,6,0,0,0,0,0,0,0,0,1,470.34,1,1,470.34,1,USD,26-06-2022 00:00,25-06-2022 00:00,470.34,470.34,1
