orderid,taxcode,chargetotal,istaxincluded,isoverridden,originalchargeamount,isinformational,isprorated,fulfillmentgroupid,isorderdiscount,isreturncharge,isproratedatsamelevel,chargetypeid,chargedisplayname
122001381,Shipping,0.0,False,False,0.0,False,True,FG2499,False,False,False,Shipping,Shipping
122001382,Shipping,10.0,False,False,10.0,False,True,FG2459,False,False,False,Shipping,Shipping
122001383,Shipping,12.99,False,False,12.99,False,True,FG2516,False,False,False,Shipping,Shipping
122001384,Shipping,5.99,False,False,5.99,False,True,FG1928,False,False,False,Shipping,Shipping
122001385,Shipping,0.0,False,False,0.0,False,True,FG6464,False,False,False,Shipping,Shipping
122001386,Shipping,0.0,False,False,0.0,False,True,FG2828,False,False,False,Shipping,Shipping
122001387,Shipping,10.0,False,False,10.0,False,True,FG2158,False,False,False,Shipping,Shipping
122001388,Shipping,5.99,False,False,5.99,False,True,FG9015,False,False,False,Shipping,Shipping
122001389,Shipping,5.99,False,False,5.99,False,True,FG3989,False,False,False,Shipping,Shipping
122001390,Shipping,12.99,False,False,12.99,False,True,FG2920,False,False,False,Shipping,Shipping
122001391,Shipping,5.99,False,False,5.99,False,True,FG8523,False,False,False,Shipping,Shipping
122001392,Shipping,0.0,False,False,0.0,False,True,FG2319,False,False,False,Shipping,Shipping
122001393,Shipping,10.0,False,False,10.0,False,True,FG7772,False,False,False,Shipping,Shipping
122001394,Shipping,10.0,False,False,10.0,False,True,FG5363,False,False,False,Shipping,Shipping
122001395,Shipping,5.99,False,False,5.99,False,True,FG8426,False,False,False,Shipping,Shipping
122001396,Shipping,0.0,False,False,0.0,False,True,FG6238,False,False,False,Shipping,Shipping
122001397,Shipping,12.99,False,False,12.99,False,True,FG5267,False,False,False,Shipping,Shipping
122001398,Shipping,12.99,False,False,12.99,False,True,FG8673,False,False,False,Shipping,Shipping
122001399,Shipping,0.0,False,False,0.0,False,True,FG7957,False,False,False,Shipping,Shipping
122001400,Shipping,5.99,False,False,5.99,False,True,FG4242,False,False,False,Shipping,Shipping
122001401,Shipping,0.0,False,False,0.0,False,True,FG6611,False,False,False,Shipping,Shipping
122001402,Shipping,7.99,False,False,7.99,False,True,FG3671,False,False,False,Shipping,Shipping
122001403,Shipping,0.0,False,False,0.0,False,True,FG5955,False,False,False,Shipping,Shipping
122001404,Shipping,0.0,False,False,0.0,False,True,FG7251,False,False,False,Shipping,Shipping
122001405,Shipping,12.99,False,False,12.99,False,True,FG7597,False,False,False,Shipping,Shipping
122001406,Shipping,7.99,False,False,7.99,False,True,FG7170,False,False,False,Shipping,Shipping
122001407,Shipping,12.99,False,False,12.99,False,True,FG2441,False,False,False,Shipping,Shipping
122001408,Shipping,10.0,False,False,10.0,False,True,FG6815,False,False,False,Shipping,Shipping
122001409,Shipping,0.0,False,False,0.0,False,True,FG9443,False,False,False,Shipping,Shipping
122001410,Shipping,0.0,False,False,0.0,False,True,FG3312,False,False,False,Shipping,Shipping
122001411,Shipping,5.99,False,False,5.99,False,True,FG7745,False,False,False,Shipping,Shipping
122001412,Shipping,0.0,False,False,0.0,False,True,FG3741,False,False,False,Shipping,Shipping
122001413,Shipping,5.99,False,False,5.99,False,True,FG9272,False,False,False,Shipping,Shipping
122001414,Shipping,5.99,False,False,5.99,False,True,FG7239,False,False,False,Shipping,Shipping
122001415,Shipping,12.99,False,False,12.99,False,True,FG7150,False,False,False,Shipping,Shipping
122001416,Shipping,0.0,False,False,0.0,False,True,FG6119,False,False,False,Shipping,Shipping
122001417,Shipping,12.99,False,False,12.99,False,True,FG7572,False,False,False,Shipping,Shipping
122001418,Shipping,10.0,False,False,10.0,False,True,FG6059,False,False,False,Shipping,Shipping
122001419,Shipping,5.99,False,False,5.99,False,True,FG5690,False,False,False,Shipping,Shipping
122001420,Shipping,0.0,False,False,0.0,False,True,FG4215,False,False,False,Shipping,Shipping
122001421,Shipping,5.99,False,False,5.99,False,True,FG7022,False,False,False,Shipping,Shipping
122001422,Shipping,0.0,False,False,0.0,False,True,FG7249,False,False,False,Shipping,Shipping
122001423,Shipping,12.99,False,False,12.99,False,True,FG8382,False,False,False,Shipping,Shipping
122001424,Shipping,12.99,False,False,12.99,False,True,FG7620,False,False,False,Shipping,Shipping
122001425,Shipping,5.99,False,False,5.99,False,True,FG5252,False,False,False,Shipping,Shipping
122001426,Shipping,0.0,False,False,0.0,False,True,FG9623,False,False,False,Shipping,Shipping
122001427,Shipping,12.99,False,False,12.99,False,True,FG6423,False,False,False,Shipping,Shipping
122001428,Shipping,0.0,False,False,0.0,False,True,FG6580,False,False,False,Shipping,Shipping
122001429,Shipping,5.99,False,False,5.99,False,True,FG6817,False,False,False,Shipping,Shipping
122001430,Shipping,7.99,False,False,7.99,False,True,FG7068,False,False,False,Shipping,Shipping
122001431,Shipping,0.0,False,False,0.0,False,True,FG1116,False,False,False,Shipping,Shipping
122001432,Shipping,12.99,False,False,12.99,False,True,FG1586,False,False,False,Shipping,Shipping
122001433,Shipping,10.0,False,False,10.0,False,True,FG5412,False,False,False,Shipping,Shipping
122001434,Shipping,7.99,False,False,7.99,False,True,FG9214,False,False,False,Shipping,Shipping
122001435,Shipping,12.99,False,False,12.99,False,True,FG9544,False,False,False,Shipping,Shipping
122001436,Shipping,12.99,False,False,12.99,False,True,FG9515,False,False,False,Shipping,Shipping
122001437,Shipping,10.0,False,False,10.0,False,True,FG7918,False,False,False,Shipping,Shipping
122001438,Shipping,7.99,False,False,7.99,False,True,FG2607,False,False,False,Shipping,Shipping
122001439,Shipping,12.99,False,False,12.99,False,True,FG4773,False,False,False,Shipping,Shipping
122001440,Shipping,10.0,False,False,10.0,False,True,FG1720,False,False,False,Shipping,Shipping
122001441,Shipping,10.0,False,False,10.0,False,True,FG1078,False,False,False,Shipping,Shipping
122001442,Shipping,10.0,False,False,10.0,False,True,FG3771,False,False,False,Shipping,Shipping
122001443,Shipping,0.0,False,False,0.0,False,True,FG9946,False,False,False,Shipping,Shipping
122001444,Shipping,12.99,False,False,12.99,False,True,FG5028,False,False,False,Shipping,Shipping
122001445,Shipping,12.99,False,False,12.99,False,True,FG5654,False,False,False,Shipping,Shipping
122001446,Shipping,0.0,False,False,0.0,False,True,FG9257,False,False,False,Shipping,Shipping
122001447,Shipping,12.99,False,False,12.99,False,True,FG9675,False,False,False,Shipping,Shipping
122001448,Shipping,12.99,False,False,12.99,False,True,FG8854,False,False,False,Shipping,Shipping
122001449,Shipping,7.99,False,False,7.99,False,True,FG2326,False,False,False,Shipping,Shipping
122001450,Shipping,0.0,False,False,0.0,False,True,FG5901,False,False,False,Shipping,Shipping
122001451,Shipping,5.99,False,False,5.99,False,True,FG4973,False,False,False,Shipping,Shipping
122001452,Shipping,12.99,False,False,12.99,False,True,FG5016,False,False,False,Shipping,Shipping
122001453,Shipping,0.0,False,False,0.0,False,True,FG4366,False,False,False,Shipping,Shipping
122001454,Shipping,12.99,False,False,12.99,False,True,FG2353,False,False,False,Shipping,Shipping
122001455,Shipping,10.0,False,False,10.0,False,True,FG4123,False,False,False,Shipping,Shipping
122001456,Shipping,7.99,False,False,7.99,False,True,FG7314,False,False,False,Shipping,Shipping
122001457,Shipping,0.0,False,False,0.0,False,True,FG8677,False,False,False,Shipping,Shipping
122001458,Shipping,5.99,False,False,5.99,False,True,FG4073,False,False,False,Shipping,Shipping
122001459,Shipping,5.99,False,False,5.99,False,True,FG9756,False,False,False,Shipping,Shipping
122001460,Shipping,0.0,False,False,0.0,False,True,FG6941,False,False,False,Shipping,Shipping
122001461,Shipping,7.99,False,False,7.99,False,True,FG9149,False,False,False,Shipping,Shipping
122001462,Shipping,10.0,False,False,10.0,False,True,FG5512,False,False,False,Shipping,Shipping
122001463,Shipping,5.99,False,False,5.99,False,True,FG6326,False,False,False,Shipping,Shipping
122001464,Shipping,0.0,False,False,0.0,False,True,FG9921,False,False,False,Shipping,Shipping
122001465,Shipping,12.99,False,False,12.99,False,True,FG2806,False,False,False,Shipping,Shipping
122001466,Shipping,10.0,False,False,10.0,False,True,FG5889,False,False,False,Shipping,Shipping
122001467,Shipping,5.99,False,False,5.99,False,True,FG8905,False,False,False,Shipping,Shipping
122001468,Shipping,12.99,False,False,12.99,False,True,FG7499,False,False,False,Shipping,Shipping
122001469,Shipping,10.0,False,False,10.0,False,True,FG2820,False,False,False,Shipping,Shipping
122001470,Shipping,12.99,False,False,12.99,False,True,FG2645,False,False,False,Shipping,Shipping
122001471,Shipping,0.0,False,False,0.0,False,True,FG6653,False,False,False,Shipping,Shipping
122001472,Shipping,7.99,False,False,7.99,False,True,FG7392,False,False,False,Shipping,Shipping
122001473,Shipping,0.0,False,False,0.0,False,True,FG4609,False,False,False,Shipping,Shipping
122001474,Shipping,5.99,False,False,5.99,False,True,FG1868,False,False,False,Shipping,Shipping
122001475,Shipping,0.0,False,False,0.0,False,True,FG4916,False,False,False,Shipping,Shipping
122001476,Shipping,10.0,False,False,10.0,False,True,FG1971,False,False,False,Shipping,Shipping
122001477,Shipping,0.0,False,False,0.0,False,True,FG1778,False,False,False,Shipping,Shipping
122001478,Shipping,12.99,False,False,12.99,False,True,FG7682,False,False,False,Shipping,Shipping
122001479,Shipping,10.0,False,False,10.0,False,True,FG7716,False,False,False,Shipping,Shipping
122001480,Shipping,0.0,False,False,0.0,False,True,FG6036,False,False,False,Shipping,Shipping
122001481,Shipping,12.99,False,False,12.99,False,True,FG7028,False,False,False,Shipping,Shipping
122001482,Shipping,10.0,False,False,10.0,False,True,FG3861,False,False,False,Shipping,Shipping
122001483,Shipping,10.0,False,False,10.0,False,True,FG5923,False,False,False,Shipping,Shipping
122001484,Shipping,7.99,False,False,7.99,False,True,FG4863,False,False,False,Shipping,Shipping
122001485,Shipping,12.99,False,False,12.99,False,True,FG2812,False,False,False,Shipping,Shipping
122001486,Shipping,0.0,False,False,0.0,False,True,FG5588,False,False,False,Shipping,Shipping
122001487,Shipping,12.99,False,False,12.99,False,True,FG5891,False,False,False,Shipping,Shipping
122001488,Shipping,7.99,False,False,7.99,False,True,FG2080,False,False,False,Shipping,Shipping
122001489,Shipping,5.99,False,False,5.99,False,True,FG1137,False,False,False,Shipping,Shipping
122001490,Shipping,7.99,False,False,7.99,False,True,FG9753,False,False,False,Shipping,Shipping
122001491,Shipping,7.99,False,False,7.99,False,True,FG8829,False,False,False,Shipping,Shipping
122001492,Shipping,12.99,False,False,12.99,False,True,FG3596,False,False,False,Shipping,Shipping
122001493,Shipping,7.99,False,False,7.99,False,True,FG8881,False,False,False,Shipping,Shipping
122001494,Shipping,0.0,False,False,0.0,False,True,FG8876,False,False,False,Shipping,Shipping
122001495,Shipping,5.99,False,False,5.99,False,True,FG6504,False,False,False,Shipping,Shipping
122001496,Shipping,0.0,False,False,0.0,False,True,FG2876,False,False,False,Shipping,Shipping
122001497,Shipping,0.0,False,False,0.0,False,True,FG7057,False,False,False,Shipping,Shipping
122001498,Shipping,5.99,False,False,5.99,False,True,FG2726,False,False,False,Shipping,Shipping
122001499,Shipping,12.99,False,False,12.99,False,True,FG2391,False,False,False,Shipping,Shipping
122001500,Shipping,12.99,False,False,12.99,False,True,FG1181,False,False,False,Shipping,Shipping
122001501,Shipping,5.99,False,False,5.99,False,True,FG1976,False,False,False,Shipping,Shipping
122001502,Shipping,0.0,False,False,0.0,False,True,FG5102,False,False,False,Shipping,Shipping
122001503,Shipping,7.99,False,False,7.99,False,True,FG1738,False,False,False,Shipping,Shipping
122001504,Shipping,5.99,False,False,5.99,False,True,FG8876,False,False,False,Shipping,Shipping
122001505,Shipping,0.0,False,False,0.0,False,True,FG5527,False,False,False,Shipping,Shipping
122001506,Shipping,0.0,False,False,0.0,False,True,FG1061,False,False,False,Shipping,Shipping
122001507,Shipping,0.0,False,False,0.0,False,True,FG3250,False,False,False,Shipping,Shipping
122001508,Shipping,5.99,False,False,5.99,False,True,FG5396,False,False,False,Shipping,Shipping
122001509,Shipping,0.0,False,False,0.0,False,True,FG9258,False,False,False,Shipping,Shipping
122001510,Shipping,7.99,False,False,7.99,False,True,FG6955,False,False,False,Shipping,Shipping
122001511,Shipping,5.99,False,False,5.99,False,True,FG1082,False,False,False,Shipping,Shipping
122001512,Shipping,7.99,False,False,7.99,False,True,FG6659,False,False,False,Shipping,Shipping
122001513,Shipping,0.0,False,False,0.0,False,True,FG8680,False,False,False,Shipping,Shipping
122001514,Shipping,7.99,False,False,7.99,False,True,FG5175,False,False,False,Shipping,Shipping
122001515,Shipping,0.0,False,False,0.0,False,True,FG3854,False,False,False,Shipping,Shipping
122001516,Shipping,7.99,False,False,7.99,False,True,FG5718,False,False,False,Shipping,Shipping
122001517,Shipping,12.99,False,False,12.99,False,True,FG8508,False,False,False,Shipping,Shipping
122001518,Shipping,10.0,False,False,10.0,False,True,FG5401,False,False,False,Shipping,Shipping
122001519,Shipping,0.0,False,False,0.0,False,True,FG8501,False,False,False,Shipping,Shipping
122001520,Shipping,5.99,False,False,5.99,False,True,FG4367,False,False,False,Shipping,Shipping
122001521,Shipping,12.99,False,False,12.99,False,True,FG1213,False,False,False,Shipping,Shipping
122001522,Shipping,12.99,False,False,12.99,False,True,FG1407,False,False,False,Shipping,Shipping
122001523,Shipping,5.99,False,False,5.99,False,True,FG6320,False,False,False,Shipping,Shipping
122001524,Shipping,7.99,False,False,7.99,False,True,FG8561,False,False,False,Shipping,Shipping
122001525,Shipping,0.0,False,False,0.0,False,True,FG8900,False,False,False,Shipping,Shipping
122001526,Shipping,5.99,False,False,5.99,False,True,FG7274,False,False,False,Shipping,Shipping
122001527,Shipping,0.0,False,False,0.0,False,True,FG5826,False,False,False,Shipping,Shipping
122001528,Shipping,0.0,False,False,0.0,False,True,FG4013,False,False,False,Shipping,Shipping
122001529,Shipping,5.99,False,False,5.99,False,True,FG4417,False,False,False,Shipping,Shipping
122001530,Shipping,0.0,False,False,0.0,False,True,FG5533,False,False,False,Shipping,Shipping
122001531,Shipping,10.0,False,False,10.0,False,True,FG8120,False,False,False,Shipping,Shipping
122001532,Shipping,7.99,False,False,7.99,False,True,FG1845,False,False,False,Shipping,Shipping
122001533,Shipping,0.0,False,False,0.0,False,True,FG2574,False,False,False,Shipping,Shipping
122001534,Shipping,0.0,False,False,0.0,False,True,FG8610,False,False,False,Shipping,Shipping
122001535,Shipping,12.99,False,False,12.99,False,True,FG6358,False,False,False,Shipping,Shipping
122001536,Shipping,7.99,False,False,7.99,False,True,FG5189,False,False,False,Shipping,Shipping
122001537,Shipping,12.99,False,False,12.99,False,True,FG4335,False,False,False,Shipping,Shipping
122001538,Shipping,0.0,False,False,0.0,False,True,FG1270,False,False,False,Shipping,Shipping
122001539,Shipping,0.0,False,False,0.0,False,True,FG1211,False,False,False,Shipping,Shipping
122001540,Shipping,0.0,False,False,0.0,False,True,FG9801,False,False,False,Shipping,Shipping
122001541,Shipping,10.0,False,False,10.0,False,True,FG4695,False,False,False,Shipping,Shipping
122001542,Shipping,5.99,False,False,5.99,False,True,FG5846,False,False,False,Shipping,Shipping
122001543,Shipping,0.0,False,False,0.0,False,True,FG3715,False,False,False,Shipping,Shipping
122001544,Shipping,10.0,False,False,10.0,False,True,FG8197,False,False,False,Shipping,Shipping
122001545,Shipping,5.99,False,False,5.99,False,True,FG4134,False,False,False,Shipping,Shipping
122001546,Shipping,12.99,False,False,12.99,False,True,FG8578,False,False,False,Shipping,Shipping
122001547,Shipping,12.99,False,False,12.99,False,True,FG7641,False,False,False,Shipping,Shipping
122001548,Shipping,0.0,False,False,0.0,False,True,FG4469,False,False,False,Shipping,Shipping
122001549,Shipping,0.0,False,False,0.0,False,True,FG3536,False,False,False,Shipping,Shipping
122001550,Shipping,5.99,False,False,5.99,False,True,FG9983,False,False,False,Shipping,Shipping
122001551,Shipping,7.99,False,False,7.99,False,True,FG7453,False,False,False,Shipping,Shipping
122001552,Shipping,7.99,False,False,7.99,False,True,FG9567,False,False,False,Shipping,Shipping
122001553,Shipping,0.0,False,False,0.0,False,True,FG8843,False,False,False,Shipping,Shipping
122001554,Shipping,0.0,False,False,0.0,False,True,FG1394,False,False,False,Shipping,Shipping
122001555,Shipping,7.99,False,False,7.99,False,True,FG5564,False,False,False,Shipping,Shipping
122001556,Shipping,12.99,False,False,12.99,False,True,FG1759,False,False,False,Shipping,Shipping
122001557,Shipping,7.99,False,False,7.99,False,True,FG8257,False,False,False,Shipping,Shipping
122001558,Shipping,5.99,False,False,5.99,False,True,FG7865,False,False,False,Shipping,Shipping
122001559,Shipping,0.0,False,False,0.0,False,True,FG5100,False,False,False,Shipping,Shipping
122001560,Shipping,7.99,False,False,7.99,False,True,FG2160,False,False,False,Shipping,Shipping
122001561,Shipping,7.99,False,False,7.99,False,True,FG7215,False,False,False,Shipping,Shipping
122001562,Shipping,7.99,False,False,7.99,False,True,FG3289,False,False,False,Shipping,Shipping
122001563,Shipping,12.99,False,False,12.99,False,True,FG6517,False,False,False,Shipping,Shipping
122001564,Shipping,0.0,False,False,0.0,False,True,FG8992,False,False,False,Shipping,Shipping
122001565,Shipping,10.0,False,False,10.0,False,True,FG7574,False,False,False,Shipping,Shipping
122001566,Shipping,12.99,False,False,12.99,False,True,FG3650,False,False,False,Shipping,Shipping
122001567,Shipping,0.0,False,False,0.0,False,True,FG9371,False,False,False,Shipping,Shipping
122001568,Shipping,12.99,False,False,12.99,False,True,FG4446,False,False,False,Shipping,Shipping
122001569,Shipping,0.0,False,False,0.0,False,True,FG8916,False,False,False,Shipping,Shipping
122001570,Shipping,7.99,False,False,7.99,False,True,FG4324,False,False,False,Shipping,Shipping
122001571,Shipping,7.99,False,False,7.99,False,True,FG6890,False,False,False,Shipping,Shipping
122001572,Shipping,0.0,False,False,0.0,False,True,FG3993,False,False,False,Shipping,Shipping
122001573,Shipping,0.0,False,False,0.0,False,True,FG8908,False,False,False,Shipping,Shipping
122001574,Shipping,7.99,False,False,7.99,False,True,FG2228,False,False,False,Shipping,Shipping
122001575,Shipping,7.99,False,False,7.99,False,True,FG6768,False,False,False,Shipping,Shipping
122001576,Shipping,10.0,False,False,10.0,False,True,FG9815,False,False,False,Shipping,Shipping
122001577,Shipping,12.99,False,False,12.99,False,True,FG6976,False,False,False,Shipping,Shipping
122001578,Shipping,5.99,False,False,5.99,False,True,FG3142,False,False,False,Shipping,Shipping
122001579,Shipping,0.0,False,False,0.0,False,True,FG2116,False,False,False,Shipping,Shipping
122001580,Shipping,0.0,False,False,0.0,False,True,FG7504,False,False,False,Shipping,Shipping
122001581,Shipping,7.99,False,False,7.99,False,True,FG1731,False,False,False,Shipping,Shipping
122001582,Shipping,12.99,False,False,12.99,False,True,FG1968,False,False,False,Shipping,Shipping
122001583,Shipping,5.99,False,False,5.99,False,True,FG4486,False,False,False,Shipping,Shipping
122001584,Shipping,10.0,False,False,10.0,False,True,FG6194,False,False,False,Shipping,Shipping
122001585,Shipping,5.99,False,False,5.99,False,True,FG8922,False,False,False,Shipping,Shipping
122001586,Shipping,0.0,False,False,0.0,False,True,FG4033,False,False,False,Shipping,Shipping
122001587,Shipping,0.0,False,False,0.0,False,True,FG2974,False,False,False,Shipping,Shipping
122001588,Shipping,0.0,False,False,0.0,False,True,FG1729,False,False,False,Shipping,Shipping
122001589,Shipping,0.0,False,False,0.0,False,True,FG8169,False,False,False,Shipping,Shipping
122001590,Shipping,5.99,False,False,5.99,False,True,FG9254,False,False,False,Shipping,Shipping
122001591,Shipping,0.0,False,False,0.0,False,True,FG5063,False,False,False,Shipping,Shipping
122001592,Shipping,0.0,False,False,0.0,False,True,FG1567,False,False,False,Shipping,Shipping
122001593,Shipping,7.99,False,False,7.99,False,True,FG7359,False,False,False,Shipping,Shipping
122001594,Shipping,0.0,False,False,0.0,False,True,FG9580,False,False,False,Shipping,Shipping
122001595,Shipping,10.0,False,False,10.0,False,True,FG6413,False,False,False,Shipping,Shipping
122001596,Shipping,5.99,False,False,5.99,False,True,FG4258,False,False,False,Shipping,Shipping
122001597,Shipping,0.0,False,False,0.0,False,True,FG9809,False,False,False,Shipping,Shipping
122001598,Shipping,0.0,False,False,0.0,False,True,FG2113,False,False,False,Shipping,Shipping
122001599,Shipping,0.0,False,False,0.0,False,True,FG7771,False,False,False,Shipping,Shipping
122001600,Shipping,5.99,False,False,5.99,False,True,FG7444,False,False,False,Shipping,Shipping
122001601,Shipping,12.99,False,False,12.99,False,True,FG9340,False,False,False,Shipping,Shipping
122001602,Shipping,7.99,False,False,7.99,False,True,FG3519,False,False,False,Shipping,Shipping
122001603,Shipping,0.0,False,False,0.0,False,True,FG6945,False,False,False,Shipping,Shipping
122001604,Shipping,0.0,False,False,0.0,False,True,FG7134,False,False,False,Shipping,Shipping
122001605,Shipping,5.99,False,False,5.99,False,True,FG3228,False,False,False,Shipping,Shipping
122001606,Shipping,5.99,False,False,5.99,False,True,FG6947,False,False,False,Shipping,Shipping
122001607,Shipping,0.0,False,False,0.0,False,True,FG1059,False,False,False,Shipping,Shipping
122001608,Shipping,7.99,False,False,7.99,False,True,FG4173,False,False,False,Shipping,Shipping
122001609,Shipping,7.99,False,False,7.99,False,True,FG2371,False,False,False,Shipping,Shipping
122001610,Shipping,0.0,False,False,0.0,False,True,FG5067,False,False,False,Shipping,Shipping
122001611,Shipping,7.99,False,False,7.99,False,True,FG2373,False,False,False,Shipping,Shipping
122001612,Shipping,5.99,False,False,5.99,False,True,FG4739,False,False,False,Shipping,Shipping
122001613,Shipping,10.0,False,False,10.0,False,True,FG2403,False,False,False,Shipping,Shipping
122001614,Shipping,0.0,False,False,0.0,False,True,FG8551,False,False,False,Shipping,Shipping
122001615,Shipping,0.0,False,False,0.0,False,True,FG6955,False,False,False,Shipping,Shipping
122001616,Shipping,5.99,False,False,5.99,False,True,FG2187,False,False,False,Shipping,Shipping
122001617,Shipping,7.99,False,False,7.99,False,True,FG1184,False,False,False,Shipping,Shipping
122001618,Shipping,10.0,False,False,10.0,False,True,FG5859,False,False,False,Shipping,Shipping
122001619,Shipping,0.0,False,False,0.0,False,True,FG1088,False,False,False,Shipping,Shipping
122001620,Shipping,5.99,False,False,5.99,False,True,FG2925,False,False,False,Shipping,Shipping
122001621,Shipping,0.0,False,False,0.0,False,True,FG8511,False,False,False,Shipping,Shipping
122001622,Shipping,10.0,False,False,10.0,False,True,FG5881,False,False,False,Shipping,Shipping
122001623,Shipping,0.0,False,False,0.0,False,True,FG6812,False,False,False,Shipping,Shipping
122001624,Shipping,10.0,False,False,10.0,False,True,FG7579,False,False,False,Shipping,Shipping
122001625,Shipping,5.99,False,False,5.99,False,True,FG5696,False,False,False,Shipping,Shipping
122001626,Shipping,0.0,False,False,0.0,False,True,FG9025,False,False,False,Shipping,Shipping
122001627,Shipping,10.0,False,False,10.0,False,True,FG6315,False,False,False,Shipping,Shipping
122001628,Shipping,7.99,False,False,7.99,False,True,FG2057,False,False,False,Shipping,Shipping
122001629,Shipping,5.99,False,False,5.99,False,True,FG9790,False,False,False,Shipping,Shipping
122001630,Shipping,5.99,False,False,5.99,False,True,FG6840,False,False,False,Shipping,Shipping
122001631,Shipping,10.0,False,False,10.0,False,True,FG7987,False,False,False,Shipping,Shipping
122001632,Shipping,7.99,False,False,7.99,False,True,FG3381,False,False,False,Shipping,Shipping
122001633,Shipping,10.0,False,False,10.0,False,True,FG2168,False,False,False,Shipping,Shipping
122001634,Shipping,0.0,False,False,0.0,False,True,FG9415,False,False,False,Shipping,Shipping
122001635,Shipping,5.99,False,False,5.99,False,True,FG3884,False,False,False,Shipping,Shipping
122001636,Shipping,0.0,False,False,0.0,False,True,FG5517,False,False,False,Shipping,Shipping
122001637,Shipping,12.99,False,False,12.99,False,True,FG4669,False,False,False,Shipping,Shipping
122001638,Shipping,10.0,False,False,10.0,False,True,FG6606,False,False,False,Shipping,Shipping
122001639,Shipping,0.0,False,False,0.0,False,True,FG1551,False,False,False,Shipping,Shipping
122001640,Shipping,10.0,False,False,10.0,False,True,FG7652,False,False,False,Shipping,Shipping
122001641,Shipping,0.0,False,False,0.0,False,True,FG8869,False,False,False,Shipping,Shipping
122001642,Shipping,0.0,False,False,0.0,False,True,FG3735,False,False,False,Shipping,Shipping
122001643,Shipping,10.0,False,False,10.0,False,True,FG6871,False,False,False,Shipping,Shipping
122001644,Shipping,10.0,False,False,10.0,False,True,FG2695,False,False,False,Shipping,Shipping
122001645,Shipping,7.99,False,False,7.99,False,True,FG7976,False,False,False,Shipping,Shipping
122001646,Shipping,5.99,False,False,5.99,False,True,FG4317,False,False,False,Shipping,Shipping
122001647,Shipping,0.0,False,False,0.0,False,True,FG4176,False,False,False,Shipping,Shipping
122001648,Shipping,10.0,False,False,10.0,False,True,FG6458,False,False,False,Shipping,Shipping
122001649,Shipping,0.0,False,False,0.0,False,True,FG1402,False,False,False,Shipping,Shipping
122001650,Shipping,0.0,False,False,0.0,False,True,FG3790,False,False,False,Shipping,Shipping
122001651,Shipping,0.0,False,False,0.0,False,True,FG1170,False,False,False,Shipping,Shipping
122001652,Shipping,7.99,False,False,7.99,False,True,FG9947,False,False,False,Shipping,Shipping
122001653,Shipping,10.0,False,False,10.0,False,True,FG1595,False,False,False,Shipping,Shipping
122001654,Shipping,0.0,False,False,0.0,False,True,FG1097,False,False,False,Shipping,Shipping
122001655,Shipping,10.0,False,False,10.0,False,True,FG1028,False,False,False,Shipping,Shipping
122001656,Shipping,12.99,False,False,12.99,False,True,FG2577,False,False,False,Shipping,Shipping
122001657,Shipping,7.99,False,False,7.99,False,True,FG2888,False,False,False,Shipping,Shipping
122001658,Shipping,5.99,False,False,5.99,False,True,FG1774,False,False,False,Shipping,Shipping
122001659,Shipping,0.0,False,False,0.0,False,True,FG6875,False,False,False,Shipping,Shipping
122001660,Shipping,10.0,False,False,10.0,False,True,FG8563,False,False,False,Shipping,Shipping
122001661,Shipping,7.99,False,False,7.99,False,True,FG8671,False,False,False,Shipping,Shipping
122001662,Shipping,10.0,False,False,10.0,False,True,FG2979,False,False,False,Shipping,Shipping
122001663,Shipping,0.0,False,False,0.0,False,True,FG7386,False,False,False,Shipping,Shipping
122001664,Shipping,0.0,False,False,0.0,False,True,FG6075,False,False,False,Shipping,Shipping
122001665,Shipping,0.0,False,False,0.0,False,True,FG8152,False,False,False,Shipping,Shipping
122001666,Shipping,7.99,False,False,7.99,False,True,FG8615,False,False,False,Shipping,Shipping
122001667,Shipping,7.99,False,False,7.99,False,True,FG2166,False,False,False,Shipping,Shipping
122001668,Shipping,7.99,False,False,7.99,False,True,FG2139,False,False,False,Shipping,Shipping
122001669,Shipping,10.0,False,False,10.0,False,True,FG4451,False,False,False,Shipping,Shipping
122001670,Shipping,5.99,False,False,5.99,False,True,FG1045,False,False,False,Shipping,Shipping
122001671,Shipping,0.0,False,False,0.0,False,True,FG3818,False,False,False,Shipping,Shipping
122001672,Shipping,12.99,False,False,12.99,False,True,FG4062,False,False,False,Shipping,Shipping
122001673,Shipping,0.0,False,False,0.0,False,True,FG5967,False,False,False,Shipping,Shipping
122001674,Shipping,0.0,False,False,0.0,False,True,FG6143,False,False,False,Shipping,Shipping
122001675,Shipping,12.99,False,False,12.99,False,True,FG4654,False,False,False,Shipping,Shipping
122001676,Shipping,0.0,False,False,0.0,False,True,FG3683,False,False,False,Shipping,Shipping
122001677,Shipping,5.99,False,False,5.99,False,True,FG5466,False,False,False,Shipping,Shipping
122001678,Shipping,10.0,False,False,10.0,False,True,FG4777,False,False,False,Shipping,Shipping
122001679,Shipping,10.0,False,False,10.0,False,True,FG8474,False,False,False,Shipping,Shipping
122001680,Shipping,7.99,False,False,7.99,False,True,FG2043,False,False,False,Shipping,Shipping
122001681,Shipping,7.99,False,False,7.99,False,True,FG5888,False,False,False,Shipping,Shipping
122001682,Shipping,5.99,False,False,5.99,False,True,FG8894,False,False,False,Shipping,Shipping
