inc_id,scan_id,producttype,details,chest,height,inseamleft,inseamright,neck,outseamleft,outseamright,overarmcircumference,seatmeasurement,shirtwaist,sleeveleft,sleeveright,trouserwaist,load_filename,process_date,load_timestamp,version,brand,year,month,thighleft,wristleft,shoulderwidth,wristright,thighright,overarm,chestcb,bicepleft,hipscb,bicepright,waist,stomach
1597,c5e0592a-817a-469b-87e3-90b41f4e98c2,Dress Pants,"Waist: 52 , Inseam: 32",57.75,78.59,31.69,31.86,16.52,38.85,39.68,55.71,47.41,57.87,33.86,36.95,52.57,scanId-c5e0592a-817a-469b-87e3-90b41f4e98c2-dxl-custom-measures-version-1.5.2_16_03_2024.json,17-03-2024,41:21.8,1.5.2,Brooks Brothers,2024,3,25.12,7.33,20.37,7.04,24.08,56.43,46.15,13.16,51.87,13.88,52.08,54.49
1598,c5e0592a-817a-469b-87e3-90b41f4e98c2,Dress Pants,"Waist: 48 , Inseam: 33",48.74,69.75,32.77,33.49,17.05,45.79,40.49,58.58,48.63,57.84,34.08,36.8,48.16,scanId-c5e0592a-817a-469b-87e3-90b41f4e98c2-dxl-custom-measures-version-1.5.2_16_03_2024.json,17-03-2024,41:21.8,1.5.2,Calvin Klein,2024,3,24.92,8.04,20.11,7.82,24.11,58.94,46.59,16.92,49.2,14.23,47.04,55.42
1599,c5e0592a-817a-469b-87e3-90b41f4e98c2,Shorts,"Waist: 50 , Inseam: 36",50.76,77.32,36.33,35.85,19.18,45.98,42.78,60.35,47.15,52.27,34.51,35.6,49.02,scanId-c5e0592a-817a-469b-87e3-90b41f4e98c2-dxl-custom-measures-version-1.5.2_16_03_2024.json,17-03-2024,41:21.8,1.5.2,Calvin Klein,2024,3,25.64,7.64,20.31,7.13,29.59,56.35,44.64,16.31,44.14,16.61,49.48,57.18
1600,1d7ff88c-991e-4587-92c6-98f77efa7cf7,Dress Pants,"Waist: 40 , Inseam: 33",55.53,72.26,32.67,32.81,16.75,40.14,41.75,61.08,55.9,57.61,36.3,35.56,40.71,scanId-1d7ff88c-991e-4587-92c6-98f77efa7cf7-dxl-custom-measures-version-1.5.2_26_07_2025.json,27-07-2025,24:59.9,1.5.2,Tommy Hilfiger,2025,7,25.12,7.02,18.12,6.83,27.71,53.87,51.5,13.85,44.3,13.65,39.86,55.48
1601,1d7ff88c-991e-4587-92c6-98f77efa7cf7,Shorts,"Waist: 48 , Inseam: 36",52.08,71.05,36.41,36.32,19.11,39.85,38.14,55.98,52.88,52.45,36.26,35.3,48.41,scanId-1d7ff88c-991e-4587-92c6-98f77efa7cf7-dxl-custom-measures-version-1.5.2_26_07_2025.json,27-07-2025,24:59.9,1.5.2,7 for All Man Kind,2025,7,26.1,7.75,20.74,8.01,25.73,56.69,43.54,16.85,51.7,16.44,48.43,47.44
1602,1d7ff88c-991e-4587-92c6-98f77efa7cf7,Shorts,"Waist: 50 , Inseam: 30",53.44,75.09,30.22,29.82,18.16,44.36,43.69,52.66,51.15,48.58,36.38,35.27,50.39,scanId-1d7ff88c-991e-4587-92c6-98f77efa7cf7-dxl-custom-measures-version-1.5.2_26_07_2025.json,27-07-2025,24:59.9,1.5.2,Calvin Klein,2025,7,24.85,7.92,18.82,7.71,25.83,54.8,50.79,15.83,45.09,13.94,50.71,57.05
1603,a1abc904-c010-44fb-a500-a49bb351c8dd,Dress Pants,"Waist: 46 , Inseam: 32",53.35,79.44,31.93,31.58,18.92,41.72,41.61,52.11,47.2,56.6,34.98,34.2,46.21,scanId-a1abc904-c010-44fb-a500-a49bb351c8dd-dxl-custom-measures-version-1.5.2_14_01_2024.json,15-01-2024,16:31.5,1.5.2,Calvin Klein,2024,1,26.07,7.78,18.86,8.09,26.63,59.38,47.94,15.38,48.68,14.91,45.71,55.26
1604,a1abc904-c010-44fb-a500-a49bb351c8dd,Dress Pants,"Waist: 40 , Inseam: 36",54.95,78.15,36.5,36.11,17.22,42.72,39.53,54.83,50.45,56.72,34.35,36.38,40.27,scanId-a1abc904-c010-44fb-a500-a49bb351c8dd-dxl-custom-measures-version-1.5.2_14_01_2024.json,15-01-2024,16:31.5,1.5.2,7 for All Man Kind,2024,1,29.52,7.39,21.36,7.32,28.87,50.65,47.11,13.48,51.45,13.84,39.31,55.11
1605,a1abc904-c010-44fb-a500-a49bb351c8dd,Casual Pants,"Waist: 54 , Inseam: 33",49.48,69.96,33.47,33.31,16.74,42.81,43.94,54.95,46.95,55.57,36.25,36.94,53.35,scanId-a1abc904-c010-44fb-a500-a49bb351c8dd-dxl-custom-measures-version-1.5.2_14_01_2024.json,15-01-2024,16:31.5,1.5.2,Polo Ralph Lauren,2024,1,25.0,7.99,20.35,7.38,25.79,58.35,47.1,13.15,47.6,13.76,54.21,54.84
1606,45c18a2f-656e-40ce-8d9e-312627d1f546,Shorts,"Waist: 54 , Inseam: 30",53.78,77.64,30.19,29.56,19.19,45.81,38.87,61.95,47.3,50.4,36.87,34.37,54.86,scanId-45c18a2f-656e-40ce-8d9e-312627d1f546-dxl-custom-measures-version-1.5.2_17_03_2024.json,18-03-2024,55:48.1,1.5.2,Tommy Hilfiger,2024,3,26.35,7.82,21.77,7.78,27.63,51.9,47.05,16.5,52.21,14.89,54.53,51.85
1607,45c18a2f-656e-40ce-8d9e-312627d1f546,Dress Pants,"Waist: 50 , Inseam: 34",55.12,71.96,33.6,34.14,19.95,38.69,40.1,59.82,55.39,49.97,33.77,33.83,49.99,scanId-45c18a2f-656e-40ce-8d9e-312627d1f546-dxl-custom-measures-version-1.5.2_17_03_2024.json,18-03-2024,55:48.1,1.5.2,7 for All Man Kind,2024,3,28.47,8.37,21.76,7.41,26.85,52.88,47.04,15.37,44.36,13.57,49.66,57.21
1608,378b7cf9-debf-40e4-9615-eff06288eb07,Dress Pants,"Waist: 52 , Inseam: 33",59.54,69.74,33.42,33.07,17.57,44.14,43.81,54.81,53.89,54.1,35.81,34.35,52.42,scanId-378b7cf9-debf-40e4-9615-eff06288eb07-dxl-custom-measures-version-1.5.2_09_08_2025.json,10-08-2025,21:58.4,1.5.2,Brooks Brothers,2025,8,28.39,7.71,19.47,6.55,29.25,50.29,46.67,15.8,50.55,13.37,52.28,54.79
1609,378b7cf9-debf-40e4-9615-eff06288eb07,Dress Pants,"Waist: 46 , Inseam: 28",59.77,73.24,28.38,27.83,16.41,41.23,39.31,60.97,53.57,54.96,34.12,36.44,45.93,scanId-378b7cf9-debf-40e4-9615-eff06288eb07-dxl-custom-measures-version-1.5.2_09_08_2025.json,10-08-2025,21:58.4,1.5.2,Calvin Klein,2025,8,26.39,8.37,19.79,7.41,29.39,59.7,50.69,14.23,49.48,16.91,45.07,53.1
1610,27143874-f9fe-416b-b7f0-be4894a7a10c,Casual Pants,"Waist: 54 , Inseam: 34",48.41,68.08,34.49,33.52,17.18,38.75,44.78,56.16,52.84,56.19,34.55,33.49,53.45,scanId-27143874-f9fe-416b-b7f0-be4894a7a10c-dxl-custom-measures-version-1.5.2_04_08_2025.json,05-08-2025,49:22.3,1.5.2,Brooks Brothers,2025,8,25.55,6.84,20.01,8.49,28.29,53.04,51.51,15.48,49.75,15.87,53.97,52.02
1611,27143874-f9fe-416b-b7f0-be4894a7a10c,Casual Pants,"Waist: 44 , Inseam: 33",58.89,71.89,32.91,33.2,18.17,41.89,41.99,60.3,50.04,56.43,34.16,34.39,44.23,scanId-27143874-f9fe-416b-b7f0-be4894a7a10c-dxl-custom-measures-version-1.5.2_04_08_2025.json,05-08-2025,49:22.3,1.5.2,7 for All Man Kind,2025,8,29.42,6.89,21.88,7.61,28.91,53.51,44.69,16.55,47.56,13.85,43.5,46.99
1612,27143874-f9fe-416b-b7f0-be4894a7a10c,Denim,"Waist: 54 , Inseam: 34",54.69,73.91,34.05,34.36,16.2,40.08,43.04,61.4,52.28,56.83,35.48,33.48,54.38,scanId-27143874-f9fe-416b-b7f0-be4894a7a10c-dxl-custom-measures-version-1.5.2_04_08_2025.json,05-08-2025,49:22.3,1.5.2,7 for All Man Kind,2025,8,26.01,6.62,21.37,7.85,25.52,57.52,51.29,16.42,44.23,15.28,53.93,48.35
1613,b57262bf-44ae-4f67-a663-3aa108992fdd,Dress Pants,"Waist: 38 , Inseam: 30",54.47,77.76,29.73,29.52,19.31,41.03,39.31,57.13,54.42,49.07,34.0,34.06,38.04,scanId-b57262bf-44ae-4f67-a663-3aa108992fdd-dxl-custom-measures-version-1.5.2_22_04_2025.json,23-04-2025,45:54.9,1.5.2,Calvin Klein,2025,4,25.62,6.79,18.88,8.13,28.33,57.56,48.98,13.69,47.8,13.42,37.77,54.67
1614,b57262bf-44ae-4f67-a663-3aa108992fdd,Dress Pants,"Waist: 40 , Inseam: 36",50.68,76.89,36.04,36.35,16.44,39.75,39.2,52.56,47.53,55.41,33.05,33.66,39.51,scanId-b57262bf-44ae-4f67-a663-3aa108992fdd-dxl-custom-measures-version-1.5.2_22_04_2025.json,23-04-2025,45:54.9,1.5.2,Calvin Klein,2025,4,24.14,6.58,19.28,8.26,24.72,50.36,43.34,16.5,50.78,16.29,39.9,48.94
1615,66516142-acf6-4550-9788-1316a4dcd42a,Dress Pants,"Waist: 56 , Inseam: 33",54.63,75.6,33.41,32.92,19.5,39.61,44.91,55.66,50.17,52.8,33.37,33.79,55.77,scanId-66516142-acf6-4550-9788-1316a4dcd42a-dxl-custom-measures-version-1.5.2_21_12_2024.json,22-12-2024,20:34.4,1.5.2,7 for All Man Kind,2024,12,28.96,7.57,20.33,6.53,24.25,57.87,43.71,13.47,48.77,13.65,56.6,52.46
1616,66516142-acf6-4550-9788-1316a4dcd42a,Shorts,"Waist: 52 , Inseam: 36",58.27,70.89,36.2,36.44,16.75,45.41,39.45,54.22,46.05,52.35,35.04,36.99,51.74,scanId-66516142-acf6-4550-9788-1316a4dcd42a-dxl-custom-measures-version-1.5.2_21_12_2024.json,22-12-2024,20:34.4,1.5.2,Polo Ralph Lauren,2024,12,25.36,7.09,21.69,7.54,27.25,54.17,42.02,16.57,45.61,15.9,52.93,55.82
1617,40f3c67d-ffeb-42db-9296-9341dd23dc6a,Shorts,"Waist: 40 , Inseam: 30",56.27,75.78,29.84,30.3,16.76,38.82,43.03,54.06,46.4,56.42,34.8,35.43,39.72,scanId-40f3c67d-ffeb-42db-9296-9341dd23dc6a-dxl-custom-measures-version-1.5.2_27_09_2024.json,28-09-2024,32:32.4,1.5.2,Calvin Klein,2024,9,28.96,8.27,21.74,7.94,27.21,55.85,45.69,16.48,49.65,13.74,39.79,48.25
1618,40f3c67d-ffeb-42db-9296-9341dd23dc6a,Dress Pants,"Waist: 48 , Inseam: 28",48.06,78.33,28.09,27.69,18.99,40.35,44.54,59.19,49.35,56.3,34.02,34.38,47.64,scanId-40f3c67d-ffeb-42db-9296-9341dd23dc6a-dxl-custom-measures-version-1.5.2_27_09_2024.json,28-09-2024,32:32.4,1.5.2,Brooks Brothers,2024,9,26.05,7.0,19.74,7.58,28.52,50.05,45.38,13.96,47.36,13.82,47.74,56.42
1619,40f3c67d-ffeb-42db-9296-9341dd23dc6a,Shorts,"Waist: 56 , Inseam: 34",52.01,70.05,34.22,34.19,16.8,42.23,44.75,60.78,46.13,48.68,33.51,33.29,55.5,scanId-40f3c67d-ffeb-42db-9296-9341dd23dc6a-dxl-custom-measures-version-1.5.2_27_09_2024.json,28-09-2024,32:32.4,1.5.2,7 for All Man Kind,2024,9,28.54,7.93,19.8,8.41,25.87,58.42,51.18,13.07,50.32,14.89,56.99,50.13
1620,936e40c6-bd70-4d7a-a243-1f46b50609f6,Dress Pants,"Waist: 48 , Inseam: 33",50.05,71.62,32.5,33.03,19.48,42.29,45.51,61.69,48.9,50.24,34.85,35.49,48.9,scanId-936e40c6-bd70-4d7a-a243-1f46b50609f6-dxl-custom-measures-version-1.5.2_04_09_2024.json,05-09-2024,51:49.5,1.5.2,7 for All Man Kind,2024,9,27.81,7.73,21.39,7.45,28.33,58.08,51.14,14.43,47.14,16.81,48.77,48.83
1621,936e40c6-bd70-4d7a-a243-1f46b50609f6,Shorts,"Waist: 52 , Inseam: 28",52.68,70.53,27.75,28.1,19.39,40.33,40.74,57.31,46.67,52.7,35.6,35.01,51.37,scanId-936e40c6-bd70-4d7a-a243-1f46b50609f6-dxl-custom-measures-version-1.5.2_04_09_2024.json,05-09-2024,51:49.5,1.5.2,Brooks Brothers,2024,9,27.85,8.24,20.15,7.84,27.6,59.84,42.34,13.67,47.58,15.14,51.93,49.49
1622,936e40c6-bd70-4d7a-a243-1f46b50609f6,Shorts,"Waist: 46 , Inseam: 34",53.78,76.95,33.55,33.92,16.97,42.33,41.25,61.54,46.12,53.78,33.89,33.39,45.67,scanId-936e40c6-bd70-4d7a-a243-1f46b50609f6-dxl-custom-measures-version-1.5.2_04_09_2024.json,05-09-2024,51:49.5,1.5.2,Polo Ralph Lauren,2024,9,26.16,8.39,21.47,7.2,28.58,54.96,50.41,16.17,52.41,14.12,46.04,49.44
1623,4dd060a0-1f3b-40cf-b69c-453a40eabbf9,Casual Pants,"Waist: 50 , Inseam: 32",59.39,78.82,31.54,31.57,18.34,44.21,42.15,60.08,52.77,49.96,33.28,34.93,50.99,scanId-4dd060a0-1f3b-40cf-b69c-453a40eabbf9-dxl-custom-measures-version-1.5.2_23_08_2024.json,24-08-2024,36:48.7,1.5.2,Calvin Klein,2024,8,24.58,7.77,18.57,7.27,28.61,51.19,47.78,15.76,48.46,14.48,49.5,52.59
1624,4dd060a0-1f3b-40cf-b69c-453a40eabbf9,Casual Pants,"Waist: 48 , Inseam: 28",54.33,74.77,28.45,27.67,17.7,44.15,42.6,55.26,46.1,55.54,33.44,36.56,47.72,scanId-4dd060a0-1f3b-40cf-b69c-453a40eabbf9-dxl-custom-measures-version-1.5.2_23_08_2024.json,24-08-2024,36:48.7,1.5.2,Tommy Hilfiger,2024,8,24.0,8.14,19.32,7.64,28.7,56.58,45.44,13.12,47.71,15.6,48.32,50.68
1625,bf80f437-e5ef-4b01-a40d-0a8026943e6a,Dress Pants,"Waist: 52 , Inseam: 34",59.23,68.71,34.05,34.16,16.38,39.76,43.78,59.67,52.0,48.07,36.4,33.41,52.85,scanId-bf80f437-e5ef-4b01-a40d-0a8026943e6a-dxl-custom-measures-version-1.5.2_26_02_2024.json,27-02-2024,16:12.3,1.5.2,Calvin Klein,2024,2,26.54,7.25,19.3,7.41,24.42,57.0,47.67,14.29,46.57,14.39,52.44,48.74
1626,bf80f437-e5ef-4b01-a40d-0a8026943e6a,Casual Pants,"Waist: 52 , Inseam: 33",56.75,69.78,33.0,32.83,17.33,45.16,43.12,55.66,53.75,51.62,35.71,36.69,51.48,scanId-bf80f437-e5ef-4b01-a40d-0a8026943e6a-dxl-custom-measures-version-1.5.2_26_02_2024.json,27-02-2024,16:12.3,1.5.2,Brooks Brothers,2024,2,29.6,8.38,20.57,7.67,24.43,52.77,48.44,13.2,47.38,15.2,51.73,51.85
1627,bf80f437-e5ef-4b01-a40d-0a8026943e6a,Denim,"Waist: 48 , Inseam: 36",53.68,78.97,36.39,36.34,17.98,45.89,39.1,54.42,47.49,50.07,35.55,34.4,47.15,scanId-bf80f437-e5ef-4b01-a40d-0a8026943e6a-dxl-custom-measures-version-1.5.2_26_02_2024.json,27-02-2024,16:12.3,1.5.2,Polo Ralph Lauren,2024,2,25.05,7.29,21.86,7.52,24.43,58.2,46.49,16.28,47.11,15.91,48.03,50.31
1628,13205564-406f-46ec-a3b0-d4c97abfc126,Casual Pants,"Waist: 42 , Inseam: 30",59.44,75.25,29.5,29.67,16.57,43.85,45.41,60.81,51.71,52.54,33.26,34.39,41.75,scanId-13205564-406f-46ec-a3b0-d4c97abfc126-dxl-custom-measures-version-1.5.2_08_02_2025.json,09-02-2025,18:41.4,1.5.2,7 for All Man Kind,2025,2,26.44,8.05,18.47,7.96,27.83,56.57,42.86,14.37,49.39,13.36,41.8,57.89
1629,13205564-406f-46ec-a3b0-d4c97abfc126,Casual Pants,"Waist: 44 , Inseam: 32",59.68,68.54,32.22,31.93,16.81,44.88,41.42,54.82,50.01,48.51,34.18,36.37,44.29,scanId-13205564-406f-46ec-a3b0-d4c97abfc126-dxl-custom-measures-version-1.5.2_08_02_2025.json,09-02-2025,18:41.4,1.5.2,Polo Ralph Lauren,2025,2,27.36,7.35,19.57,7.56,27.58,57.04,45.1,16.38,45.0,15.04,43.27,57.91
1630,13205564-406f-46ec-a3b0-d4c97abfc126,Dress Pants,"Waist: 48 , Inseam: 28",54.54,76.12,28.15,28.15,19.46,41.55,38.77,60.58,51.61,51.12,33.92,33.17,47.48,scanId-13205564-406f-46ec-a3b0-d4c97abfc126-dxl-custom-measures-version-1.5.2_08_02_2025.json,09-02-2025,18:41.4,1.5.2,Calvin Klein,2025,2,25.84,8.07,19.2,8.35,24.45,51.87,51.0,14.54,49.52,14.47,47.16,51.11
1631,ff0b63e3-2cdc-468b-95a1-bdfeedcdf405,Denim,"Waist: 52 , Inseam: 32",55.15,70.69,31.72,31.6,19.11,45.09,44.66,61.8,52.99,56.63,33.17,33.78,51.33,scanId-ff0b63e3-2cdc-468b-95a1-bdfeedcdf405-dxl-custom-measures-version-1.5.2_12_08_2025.json,13-08-2025,17:53.6,1.5.2,Calvin Klein,2025,8,25.77,7.34,21.66,7.1,29.0,50.91,46.83,13.98,50.26,15.97,51.54,51.22
1632,109da2d7-5158-4992-b1e3-f765a23bfd4d,Casual Pants,"Waist: 48 , Inseam: 32",48.9,79.26,31.67,32.04,19.1,38.91,38.27,52.22,54.2,54.27,34.62,33.88,48.23,scanId-109da2d7-5158-4992-b1e3-f765a23bfd4d-dxl-custom-measures-version-1.5.2_26_07_2024.json,27-07-2024,51:33.5,1.5.2,Tommy Hilfiger,2024,7,29.44,7.87,19.32,8.03,27.11,59.97,45.94,13.31,50.98,15.72,47.47,56.88
1633,109da2d7-5158-4992-b1e3-f765a23bfd4d,Denim,"Waist: 40 , Inseam: 32",58.39,69.19,32.21,31.81,18.83,45.36,45.73,52.61,52.63,48.37,35.06,36.74,39.3,scanId-109da2d7-5158-4992-b1e3-f765a23bfd4d-dxl-custom-measures-version-1.5.2_26_07_2024.json,27-07-2024,51:33.5,1.5.2,Brooks Brothers,2024,7,24.35,7.35,21.83,8.22,26.17,56.88,47.8,14.07,44.98,15.05,39.97,54.9
1634,109da2d7-5158-4992-b1e3-f765a23bfd4d,Dress Pants,"Waist: 54 , Inseam: 28",59.36,70.46,27.69,27.92,17.43,43.71,41.58,57.63,51.54,48.53,33.97,33.64,53.88,scanId-109da2d7-5158-4992-b1e3-f765a23bfd4d-dxl-custom-measures-version-1.5.2_26_07_2024.json,27-07-2024,51:33.5,1.5.2,7 for All Man Kind,2024,7,27.61,8.29,19.52,8.4,27.57,51.08,42.38,16.18,49.25,16.14,54.35,54.21
1635,6517514a-1442-4214-8015-dbaf6eb20c3c,Casual Pants,"Waist: 54 , Inseam: 32",56.38,68.96,32.19,31.76,16.37,38.8,41.13,55.51,48.93,52.19,33.3,35.02,53.45,scanId-6517514a-1442-4214-8015-dbaf6eb20c3c-dxl-custom-measures-version-1.5.2_23_04_2025.json,24-04-2025,53:17.3,1.5.2,Polo Ralph Lauren,2025,4,28.84,8.33,18.24,8.46,25.08,51.3,50.74,15.5,50.49,15.07,53.28,56.87
1636,79023c02-ef1b-44cd-9b07-333562a03357,Shorts,"Waist: 40 , Inseam: 28",52.54,73.76,28.12,28.31,17.49,43.16,40.0,56.09,50.78,50.53,34.02,33.84,39.12,scanId-79023c02-ef1b-44cd-9b07-333562a03357-dxl-custom-measures-version-1.5.2_18_05_2025.json,19-05-2025,38:10.6,1.5.2,7 for All Man Kind,2025,5,25.22,8.45,19.3,6.69,24.54,50.07,46.17,13.54,53.17,13.62,40.75,55.62
1637,adae0908-ea1f-4222-bee2-7b940dff6cf6,Dress Pants,"Waist: 54 , Inseam: 28",58.32,74.57,28.15,27.78,18.92,39.48,38.6,54.47,53.38,52.67,36.84,34.48,54.7,scanId-adae0908-ea1f-4222-bee2-7b940dff6cf6-dxl-custom-measures-version-1.5.2_01_05_2024.json,02-05-2024,38:43.5,1.5.2,Brooks Brothers,2024,5,25.3,7.0,21.04,7.1,28.08,56.22,45.37,14.08,51.1,13.91,53.87,50.02
1638,adae0908-ea1f-4222-bee2-7b940dff6cf6,Casual Pants,"Waist: 38 , Inseam: 30",56.15,74.21,29.59,30.3,17.87,39.22,44.4,52.52,47.61,51.11,34.48,35.09,37.84,scanId-adae0908-ea1f-4222-bee2-7b940dff6cf6-dxl-custom-measures-version-1.5.2_01_05_2024.json,02-05-2024,38:43.5,1.5.2,Tommy Hilfiger,2024,5,29.43,8.47,20.37,7.61,27.46,51.68,42.73,16.95,50.68,14.19,37.76,47.52
1639,a6c44850-ac06-40a7-b7d0-1bf9ca12fe53,Denim,"Waist: 50 , Inseam: 28",56.62,74.7,28.25,28.19,18.64,42.77,45.79,56.38,55.04,48.09,36.76,35.49,49.85,scanId-a6c44850-ac06-40a7-b7d0-1bf9ca12fe53-dxl-custom-measures-version-1.5.2_02_12_2024.json,03-12-2024,10:22.2,1.5.2,Polo Ralph Lauren,2024,12,26.78,6.64,21.42,6.56,29.4,57.54,50.32,13.78,47.6,15.66,49.51,50.6
1640,a6c44850-ac06-40a7-b7d0-1bf9ca12fe53,Casual Pants,"Waist: 56 , Inseam: 28",50.2,74.46,28.06,28.04,16.3,40.48,42.06,52.47,53.78,49.98,33.87,36.33,55.77,scanId-a6c44850-ac06-40a7-b7d0-1bf9ca12fe53-dxl-custom-measures-version-1.5.2_02_12_2024.json,03-12-2024,10:22.2,1.5.2,7 for All Man Kind,2024,12,28.0,7.53,19.18,6.6,28.56,54.61,47.04,14.08,48.93,16.67,56.34,52.5
1641,a6c44850-ac06-40a7-b7d0-1bf9ca12fe53,Shorts,"Waist: 44 , Inseam: 30",54.11,71.44,29.84,30.0,18.82,44.49,41.46,54.56,55.78,51.68,36.33,33.71,43.71,scanId-a6c44850-ac06-40a7-b7d0-1bf9ca12fe53-dxl-custom-measures-version-1.5.2_02_12_2024.json,03-12-2024,10:22.2,1.5.2,7 for All Man Kind,2024,12,24.38,7.0,18.94,6.62,26.03,54.2,48.62,15.39,49.05,16.94,43.89,56.14
1642,aaf25b86-1605-494b-b349-83ca393dc163,Dress Pants,"Waist: 54 , Inseam: 36",49.85,75.52,35.82,35.67,17.44,39.24,42.36,59.81,47.52,49.74,36.21,34.65,54.99,scanId-aaf25b86-1605-494b-b349-83ca393dc163-dxl-custom-measures-version-1.5.2_14_03_2025.json,15-03-2025,23:11.4,1.5.2,Polo Ralph Lauren,2025,3,26.51,7.84,19.57,7.89,24.94,53.12,48.71,14.49,52.38,15.31,54.54,48.61
1643,aaf25b86-1605-494b-b349-83ca393dc163,Casual Pants,"Waist: 40 , Inseam: 34",57.14,77.22,34.3,33.82,17.34,38.41,44.48,52.96,55.08,51.58,35.32,33.99,40.34,scanId-aaf25b86-1605-494b-b349-83ca393dc163-dxl-custom-measures-version-1.5.2_14_03_2025.json,15-03-2025,23:11.4,1.5.2,Brooks Brothers,2025,3,26.13,7.15,20.58,6.87,24.18,53.27,47.58,15.66,49.35,13.63,39.01,54.7
1644,c620d31a-e065-4bc0-ac90-097b12d2f5d6,Casual Pants,"Waist: 42 , Inseam: 32",53.24,71.68,31.95,32.17,18.02,45.29,43.32,57.43,54.15,57.88,33.5,36.3,42.82,scanId-c620d31a-e065-4bc0-ac90-097b12d2f5d6-dxl-custom-measures-version-1.5.2_25_02_2024.json,26-02-2024,35:34.4,1.5.2,Calvin Klein,2024,2,25.17,7.91,21.42,7.73,28.45,54.49,46.47,14.07,50.37,14.84,42.43,57.95
1645,c620d31a-e065-4bc0-ac90-097b12d2f5d6,Denim,"Waist: 46 , Inseam: 34",58.95,69.32,33.91,33.53,19.64,38.76,38.33,53.42,54.86,56.55,35.56,36.13,45.29,scanId-c620d31a-e065-4bc0-ac90-097b12d2f5d6-dxl-custom-measures-version-1.5.2_25_02_2024.json,26-02-2024,35:34.4,1.5.2,7 for All Man Kind,2024,2,24.81,6.84,19.55,7.08,24.55,52.5,46.5,15.21,45.17,15.94,46.32,46.75
1646,70dea2b7-4f10-494d-84c9-e20a9a421c84,Casual Pants,"Waist: 56 , Inseam: 34",59.03,71.07,34.19,33.52,18.21,41.07,39.84,60.3,54.81,57.29,33.89,36.62,56.95,scanId-70dea2b7-4f10-494d-84c9-e20a9a421c84-dxl-custom-measures-version-1.5.2_07_09_2024.json,08-09-2024,11:17.3,1.5.2,7 for All Man Kind,2024,9,28.24,7.18,20.16,6.71,25.48,58.73,43.49,13.43,44.58,16.1,56.98,55.46
1647,70dea2b7-4f10-494d-84c9-e20a9a421c84,Dress Pants,"Waist: 54 , Inseam: 32",54.66,70.27,31.82,32.44,19.57,38.51,40.06,56.39,53.71,49.52,34.02,36.97,53.56,scanId-70dea2b7-4f10-494d-84c9-e20a9a421c84-dxl-custom-measures-version-1.5.2_07_09_2024.json,08-09-2024,11:17.3,1.5.2,Brooks Brothers,2024,9,25.41,6.88,21.46,8.11,25.13,58.41,42.33,14.54,51.42,15.53,53.58,49.84
1648,3fd85462-aabf-4ca8-9e78-0eecff326072,Denim,"Waist: 52 , Inseam: 30",53.87,74.78,30.11,29.95,19.2,41.21,45.16,59.62,50.06,56.62,36.63,35.67,51.19,scanId-3fd85462-aabf-4ca8-9e78-0eecff326072-dxl-custom-measures-version-1.5.2_24_07_2024.json,25-07-2024,46:25.1,1.5.2,Brooks Brothers,2024,7,24.32,7.29,21.06,8.35,24.74,50.64,48.77,13.8,47.74,16.26,51.58,54.43
1649,3fd85462-aabf-4ca8-9e78-0eecff326072,Shorts,"Waist: 50 , Inseam: 36",48.56,68.2,35.62,36.45,16.47,44.05,39.11,56.42,47.17,56.79,34.79,33.4,49.71,scanId-3fd85462-aabf-4ca8-9e78-0eecff326072-dxl-custom-measures-version-1.5.2_24_07_2024.json,25-07-2024,46:25.1,1.5.2,Calvin Klein,2024,7,27.34,7.63,21.48,8.06,27.41,53.36,43.27,14.94,44.89,13.55,49.34,52.41
1650,3fd85462-aabf-4ca8-9e78-0eecff326072,Shorts,"Waist: 48 , Inseam: 28",52.77,78.38,28.26,27.61,16.2,38.74,41.21,52.89,49.24,54.77,33.66,33.64,48.77,scanId-3fd85462-aabf-4ca8-9e78-0eecff326072-dxl-custom-measures-version-1.5.2_24_07_2024.json,25-07-2024,46:25.1,1.5.2,Brooks Brothers,2024,7,25.4,8.02,21.64,8.03,26.65,50.66,47.26,16.95,52.3,16.71,48.03,50.65
1651,14db436e-70c0-4128-809e-3308a8754051,Denim,"Waist: 40 , Inseam: 28",49.12,75.88,27.94,28.06,16.83,39.8,38.23,52.95,50.86,48.97,34.59,35.64,39.81,scanId-14db436e-70c0-4128-809e-3308a8754051-dxl-custom-measures-version-1.5.2_06_09_2025.json,07-09-2025,15:44.3,1.5.2,Brooks Brothers,2025,9,24.9,7.92,21.16,6.64,27.65,59.39,49.86,16.38,51.24,15.0,39.27,47.05
1652,14db436e-70c0-4128-809e-3308a8754051,Casual Pants,"Waist: 54 , Inseam: 30",48.81,76.49,30.29,29.52,17.93,40.9,44.52,60.01,51.36,53.52,35.42,35.54,53.84,scanId-14db436e-70c0-4128-809e-3308a8754051-dxl-custom-measures-version-1.5.2_06_09_2025.json,07-09-2025,15:44.3,1.5.2,Tommy Hilfiger,2025,9,27.13,7.34,21.95,8.32,24.26,56.23,50.61,16.86,53.33,16.74,53.42,51.98
