invoiceid,invoice_pk,orderid,orderpk,createdtimestamp,cleanuptaskid,errordescription,iserror,publishcount,process,failedamount,fulfillmentdate,sellinglocationid,updatedby,amountprocessed,totalcharges,invoicesubtotal,parentorderid,taxexemptid,totaltaxes,totaldiscounts,publishstatusid,statusid,updatedtimestamp,createdby,invoicetypeid,customerid,orgid,contextid,packageid,invoicetotal,unique_identifier,invoiceadditional,messageid,load_date,update_date
123001780,6461615299211931965,122001780,6169720590933592893,2022-01-03T00:00:00.000,TASK8300,SUCCESS,False,3,FINALIZED,0,2022-01-05T00:00:00.000,LOC1445,user2920@dxlg.com,296.75,9.34,273.01,NONE,TAX001,23.74,14.84,1000,300,2022-01-03T18:00:00.000,system@dxlg.com,DEBIT,CUST15415,dxlg-us,d3c27050-8536-4bda-86c3-b915d747a246,PKG89921,296.75,6d33f027-3422-4fbe-87b7-f1efc8d6e12f,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",6c959e75-0ece-4804-b0bd-54750ea79366,2025-12-05,2025-12-05
123001781,6980216566305046341,122001781,6502217630887639919,2022-09-17T00:00:00.000,TASK4318,SUCCESS,False,3,FINALIZED,0,2022-09-22T00:00:00.000,LOC8090,user6122@dxlg.com,419.03,12.05,385.51,NONE,TAX002,33.52,20.95,3000,100,2022-09-17T23:00:00.000,system@dxlg.com,DEBIT,CUST36920,dxlg-us,7a1f6006-7c9d-4076-ac46-8e0d44cfa39e,PKG87035,419.03,e736bed1-15a5-440f-b2c1-c0b5dffd6cff,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",00e44219-2c81-4eda-a337-1bf48a2e2e74,2025-12-05,2025-12-05
123001782,6404652570747330585,122001782,6042447667298474645,2022-10-21T00:00:00.000,TASK5620,NONE,False,1,FINALIZED,0,2022-10-24T00:00:00.000,LOC1266,user1678@dxlg.com,244.98,9.13,225.38,NONE,TAX001,19.6,12.25,2000,100,2022-10-21T16:00:00.000,system@dxlg.com,STANDARD,CUST92771,dxlg-us,34ee5855-c048-49a3-bd3f-217a0eb74294,PKG30498,244.98,d45a4672-4e86-462a-b667-67b6f47094b2,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",6787bd91-078b-4e17-bd92-268f2266ab7e,2025-12-05,2025-12-05
123001783,6831634171994812802,122001783,6780529963826454302,2024-03-30T00:00:00.000,TASK2864,NONE,False,2,FINALIZED,0,2024-03-31T00:00:00.000,LOC5426,user4721@dxlg.com,246.96,12.73,227.2,NONE,TAX001,19.76,12.35,2000,200,2024-03-30T07:00:00.000,system@dxlg.com,CREDIT,CUST60833,dxlg-us,1035d5a4-e501-452c-b503-48712cb80dd5,PKG64643,246.96,5abd28c5-042e-47b3-963a-9fbdfabb6d48,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",0648c783-758c-4598-b277-8836c3981db4,2025-12-05,2025-12-05
123001784,6771047504664859380,122001784,6387772013725640912,2021-02-23T00:00:00.000,TASK7682,NONE,False,2,FINALIZED,0,2021-02-26T00:00:00.000,LOC8146,user4072@dxlg.com,153.03,12.25,140.79,NONE,TAX002,12.24,7.65,1000,100,2021-02-23T19:00:00.000,system@dxlg.com,STANDARD,CUST40630,dxlg-us,bebf2334-baea-4abd-bc23-246da1984adb,PKG21449,153.03,f7d626ed-c950-47a9-a1a4-ee09766dbfed,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",156e3478-2a03-4279-9399-95e46a92655e,2025-12-05,2025-12-05
123001786,6829504849524638441,122001786,6920399318739604080,2023-01-19T00:00:00.000,TASK3492,NONE,False,2,FINALIZED,0,2023-01-20T00:00:00.000,LOC5075,user5625@dxlg.com,492.5,8.59,453.1,NONE,TAX001,39.4,24.62,2000,200,2023-01-19T13:00:00.000,system@dxlg.com,DEBIT,CUST21268,dxlg-us,34b395cd-338e-4301-bb44-45f2b0d8d835,PKG58875,492.5,ed9ffe2e-ac69-4c98-9272-d5cefb5c5dd1,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",eca980f8-00d2-44ee-b328-47d90244b188,2025-12-05,2025-12-05
123001787,6813626788432089578,122001787,6784618989915081448,2023-09-06T00:00:00.000,TASK5890,COMPLETED,False,2,FINALIZED,0,2023-09-07T00:00:00.000,LOC9569,user8348@dxlg.com,66.31,10.15,61.01,NONE,NONE,5.3,3.32,3000,200,2023-09-06T01:00:00.000,system@dxlg.com,STANDARD,CUST23770,dxlg-us,cf11e870-3c1e-4fc4-b857-f40485964868,PKG53804,66.31,961bf5e1-c3ab-4597-932c-60ccd0ebfe7a,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",cd717aec-f3e4-4d10-9a30-e9338c8035fc,2025-12-05,2025-12-05
123001788,6522093311184724490,122001788,6831851786443697290,2025-10-15T00:00:00.000,TASK1350,COMPLETED,False,1,PROCESSED,0,2025-10-19T00:00:00.000,LOC8487,user9959@dxlg.com,346.02,12.11,318.34,NONE,TAX002,27.68,17.3,3000,300,2025-10-15T05:00:00.000,system@dxlg.com,DEBIT,CUST61871,dxlg-us,2daa49b4-6ab5-4340-9968-619af7a36155,PKG34073,346.02,ae1b122c-2f4b-4934-8a6c-04d153c78c89,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",af23ada5-4559-4088-9920-7432c7173664,2025-12-05,2025-12-05
123001789,6699883944616145620,122001789,6917238955943180026,2024-12-08T00:00:00.000,TASK1805,SUCCESS,False,1,COMPLETED,0,2024-12-10T00:00:00.000,LOC4520,user1784@dxlg.com,141.92,7.7,130.57,NONE,TAX001,11.35,7.1,3000,100,2024-12-08T17:00:00.000,system@dxlg.com,STANDARD,CUST46069,dxlg-us,7514fd1c-50b4-4ef3-b66d-087817ce6c3c,PKG37124,141.92,42152d95-0b8b-4b5f-a257-11a9aecb7efb,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c447a5b6-ab7d-4a26-a190-6bfc90e887b5,2025-12-05,2025-12-05
123001790,6837339275534776321,122001790,6069423896720346005,2020-01-01T00:00:00.000,TASK2986,NONE,False,3,COMPLETED,0,2020-01-04T00:00:00.000,LOC1327,user5202@dxlg.com,449.92,9.67,413.93,NONE,NONE,35.99,22.5,2000,200,2020-01-01T14:00:00.000,system@dxlg.com,CREDIT,CUST42269,dxlg-us,97bf21af-8ce7-41da-866b-a00c090ad99b,PKG66765,449.92,34088a17-874b-49f7-a333-e09bd70d1b04,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",792d17af-38c2-4e47-a52b-38d943a93caf,2025-12-05,2025-12-05
123001791,6835445838611855673,122001791,6527657589937958160,2024-02-16T00:00:00.000,TASK8877,COMPLETED,False,3,FINALIZED,0,2024-02-21T00:00:00.000,LOC9472,user5694@dxlg.com,324.81,13.92,298.83,NONE,TAX001,25.98,16.24,1000,200,2024-02-16T21:00:00.000,system@dxlg.com,CREDIT,CUST36092,dxlg-us,743e6c1f-8dd7-4ba8-8646-463589f40c1a,PKG45472,324.81,f74d5d37-302d-4ccd-aead-1db516a8fbe5,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",6ef84bf7-e057-4351-b32a-622ab109dbd1,2025-12-05,2025-12-05
123001792,6663511485719943711,122001792,6096356919063494410,2023-06-27T00:00:00.000,TASK1507,SUCCESS,False,3,FINALIZED,0,2023-07-02T00:00:00.000,LOC3915,user7306@dxlg.com,111.29,12.09,102.39,NONE,TAX002,8.9,5.56,2000,100,2023-06-27T06:00:00.000,system@dxlg.com,CREDIT,CUST12679,dxlg-us,95f73482-9ae6-4699-a726-7739783efb4f,PKG94925,111.29,36b9edaa-fb9b-415c-a955-790c536fada9,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",9850dc98-17e7-46ed-9cb9-508c3b09464a,2025-12-05,2025-12-05
123001793,6439913957738646010,122001793,6786396079806501211,2021-06-16T00:00:00.000,TASK6612,SUCCESS,False,2,COMPLETED,0,2021-06-17T00:00:00.000,LOC9829,user4755@dxlg.com,266.7,6.61,245.36,145630736,TAX002,21.34,13.34,3000,100,2021-06-16T12:00:00.000,system@dxlg.com,CREDIT,CUST75390,dxlg-us,365469da-468d-4f06-a236-9a50dc3a47ff,PKG41327,266.7,0932a9e7-ea6f-48a8-befb-380ebd0b41ff,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",bbfe7d6d-c42b-44e5-b4ab-b821b9bb5af1,2025-12-05,2025-12-05
123001795,6931433309518404459,122001795,6458897993159896156,2020-12-12T00:00:00.000,TASK8179,NONE,False,3,PROCESSED,0,2020-12-16T00:00:00.000,LOC8197,user2709@dxlg.com,73.68,5.83,67.79,NONE,TAX001,5.89,3.68,1000,100,2020-12-12T03:00:00.000,system@dxlg.com,STANDARD,CUST28376,dxlg-us,56ca3c6d-c280-408f-9e26-41c454d22013,PKG43506,73.68,6a1a93a2-5c81-44d4-994b-1c1d6994a52e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",accf6bb3-d394-418f-aeb7-8d269a82f90e,2025-12-05,2025-12-05
123001796,6115748670442979814,122001796,6599022421986072425,2025-02-25T00:00:00.000,TASK6517,SUCCESS,False,1,PROCESSED,0,2025-03-01T00:00:00.000,LOC1799,user9604@dxlg.com,70.13,8.81,64.52,136842606,NONE,5.61,3.51,3000,300,2025-02-25T18:00:00.000,system@dxlg.com,STANDARD,CUST29191,dxlg-us,0fffee6c-8c69-4dfb-8e06-934e1d3f7ca3,PKG36253,70.13,84bfd6ee-50cb-40b2-82ed-03432cb0c1bb,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c5180159-1f91-4be6-aff3-57fedccde4e4,2025-12-05,2025-12-05
123001797,6212241455949140212,122001797,6037016191419478064,2022-05-15T00:00:00.000,TASK3103,SUCCESS,False,2,PROCESSED,0,2022-05-17T00:00:00.000,LOC9334,user1258@dxlg.com,383.36,10.4,352.69,NONE,TAX001,30.67,19.17,2000,100,2022-05-15T21:00:00.000,system@dxlg.com,STANDARD,CUST88476,dxlg-us,41a6f080-d7b4-4a99-b035-07a9b8cc4f04,PKG16961,383.36,07b03af5-14b9-4029-937c-b7e2c50b648e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e13d1075-2991-44fc-8df8-97620ded349e,2025-12-05,2025-12-05
123001798,6099504859078707239,122001798,6300636145606609305,2024-09-23T00:00:00.000,TASK8399,SUCCESS,False,2,COMPLETED,0,2024-09-28T00:00:00.000,LOC8348,user9777@dxlg.com,377.22,10.65,347.04,NONE,TAX001,30.18,18.86,2000,200,2024-09-23T16:00:00.000,system@dxlg.com,DEBIT,CUST64871,dxlg-us,e80f8f93-48dc-4c87-9b0f-af61d691c8bb,PKG29820,377.22,da42b407-6496-4f68-a03b-111f214dcc99,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",288a1616-99db-497b-9319-7fa60d094808,2025-12-05,2025-12-05
123001799,6084210563713015664,122001799,6775550341417873797,2024-05-08T00:00:00.000,TASK3604,COMPLETED,False,2,FINALIZED,0,2024-05-09T00:00:00.000,LOC9817,user9458@dxlg.com,353.18,14.49,324.93,NONE,NONE,28.25,17.66,1000,200,2024-05-08T20:00:00.000,system@dxlg.com,STANDARD,CUST20103,dxlg-us,329d1c34-b1e5-4dd7-8e02-5cc099f49362,PKG66132,353.18,7d8185e3-67eb-4090-b435-e15ee336a1e9,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",a12ac2a1-7b6d-4b67-8540-1057b03eeffc,2025-12-05,2025-12-05
123001801,6426251286077177085,122001801,6374317895125811056,2022-09-10T00:00:00.000,TASK8570,NONE,False,1,COMPLETED,0,2022-09-12T00:00:00.000,LOC8787,user9454@dxlg.com,497.46,5.61,457.66,NONE,TAX002,39.8,24.87,2000,200,2022-09-10T16:00:00.000,system@dxlg.com,STANDARD,CUST81588,dxlg-us,55eb9b27-27c7-4e71-bf76-6d23de82c1ff,PKG61244,497.46,b8783b96-8341-4963-a85d-6fc0a90d34a5,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c11ea284-4b9f-4a28-b0ef-d0c5a95a99be,2025-12-05,2025-12-05
123001802,6085390894685587677,122001802,6486519002594998517,2024-12-28T00:00:00.000,TASK6505,NONE,False,2,COMPLETED,0,2025-01-01T00:00:00.000,LOC2245,user6032@dxlg.com,128.24,14.84,117.98,NONE,NONE,10.26,6.41,1000,300,2024-12-28T20:00:00.000,system@dxlg.com,CREDIT,CUST44404,dxlg-us,d82ce8d1-f22b-475d-b1c9-3aa1b87d0b60,PKG15469,128.24,cc8c1463-fad9-4f38-88b0-47cf7de92552,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",d8d36867-b639-4fa0-86f4-b37afeec7c11,2025-12-05,2025-12-05
123001803,6128811868533844601,122001803,6118038122411952423,2023-02-11T00:00:00.000,TASK7924,COMPLETED,False,3,COMPLETED,0,2023-02-12T00:00:00.000,LOC7527,user7138@dxlg.com,344.42,10.08,316.87,NONE,TAX002,27.55,17.22,3000,300,2023-02-11T10:00:00.000,system@dxlg.com,STANDARD,CUST49244,dxlg-us,c27c1a19-9df2-4843-a075-0a2b3a1dae1e,PKG21296,344.42,29dca0f8-8197-42ee-9aec-68d16d9d7704,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",543c4128-c86b-40c9-aa60-96b2dcba669b,2025-12-05,2025-12-05
123001804,6324005838500109584,122001804,6151212172362225840,2024-02-05T00:00:00.000,TASK9951,NONE,False,3,FINALIZED,0,2024-02-06T00:00:00.000,LOC3132,user5124@dxlg.com,373.37,12.93,343.5,NONE,NONE,29.87,18.67,2000,100,2024-02-05T01:00:00.000,system@dxlg.com,CREDIT,CUST22564,dxlg-us,04bc1b5b-d798-4305-b123-6023b5973160,PKG53377,373.37,517c68bf-544c-4a2e-87f8-60d550404d28,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",61529fe3-4d69-494c-bcd8-58e94b865c01,2025-12-05,2025-12-05
123001805,6924570359269789383,122001805,6295955301299387234,2022-10-02T00:00:00.000,TASK3174,SUCCESS,False,2,COMPLETED,0,2022-10-07T00:00:00.000,LOC7904,user6335@dxlg.com,122.16,6.32,112.39,NONE,TAX002,9.77,6.11,3000,100,2022-10-03T00:00:00.000,system@dxlg.com,CREDIT,CUST58234,dxlg-us,30e9f049-340e-4c4b-8d53-2fad45d7c118,PKG49002,122.16,018a72e2-e2a0-498e-ba32-6509e50ca3fa,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",08c31357-5102-4ced-b8fb-1a0cbcd57ff1,2025-12-05,2025-12-05
123001806,6450759566544239815,122001806,6162006390058986070,2025-08-19T00:00:00.000,TASK9945,COMPLETED,False,2,PROCESSED,0,2025-08-22T00:00:00.000,LOC7582,user7271@dxlg.com,349.93,12.7,321.94,NONE,NONE,27.99,17.5,2000,200,2025-08-19T01:00:00.000,system@dxlg.com,DEBIT,CUST24905,dxlg-us,1900806f-ba21-4fd8-9101-48d8afd9c5e9,PKG49711,349.93,eb11f73a-34bf-444a-8971-3ae001aee8e8,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",4b5b7d85-703a-489e-a63e-68542c84b75a,2025-12-05,2025-12-05
123001807,6486593249870527809,122001807,6238507136609879035,2023-02-23T00:00:00.000,TASK3121,NONE,False,2,FINALIZED,0,2023-02-27T00:00:00.000,LOC7551,user5695@dxlg.com,102.64,10.65,94.43,NONE,TAX002,8.21,5.13,2000,300,2023-02-23T15:00:00.000,system@dxlg.com,DEBIT,CUST63400,dxlg-us,232e3c80-cebf-4034-884d-30091c5e9428,PKG83568,102.64,34e25563-f393-4a8d-81d7-b9a439b16ac8,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e4cd0943-45e5-43d0-bf7e-af144e2e17cc,2025-12-05,2025-12-05
123001808,6077525057294285599,122001808,6426177497884042707,2024-03-15T00:00:00.000,TASK1354,COMPLETED,False,3,PROCESSED,0,2024-03-18T00:00:00.000,LOC5525,user4788@dxlg.com,138.14,10.32,127.09,NONE,TAX002,11.05,6.91,2000,100,2024-03-15T22:00:00.000,system@dxlg.com,CREDIT,CUST45320,dxlg-us,c5f8e0ea-1d3a-42c1-bcff-13f8139b3e5d,PKG94956,138.14,a9dcd505-d250-443b-a09c-ae6894bae9c3,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",a27c92d8-fc62-41ad-8862-b12fa208c3ca,2025-12-05,2025-12-05
123001809,6031655279717165746,122001809,6531650169262879016,2023-03-16T00:00:00.000,TASK7929,NONE,False,2,PROCESSED,0,2023-03-17T00:00:00.000,LOC8883,user5772@dxlg.com,374.54,9.94,344.58,NONE,TAX001,29.96,18.73,3000,200,2023-03-16T11:00:00.000,system@dxlg.com,DEBIT,CUST36075,dxlg-us,bb8e6be4-6817-4cb9-b476-5f046bbde34d,PKG21655,374.54,8eae36fd-6eb8-4dd1-9d19-6b9031246c42,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",51da1d21-ed7a-4296-be50-e57ea9ed0e08,2025-12-05,2025-12-05
123001810,6157996706685203143,122001810,6681133625760514702,2022-06-04T00:00:00.000,TASK9227,NONE,False,3,COMPLETED,0,2022-06-09T00:00:00.000,LOC7161,user8091@dxlg.com,291.6,7.91,268.27,NONE,NONE,23.33,14.58,2000,100,2022-06-04T05:00:00.000,system@dxlg.com,DEBIT,CUST88993,dxlg-us,6c143dfe-9549-41f0-9eb3-aef9ee73230f,PKG98604,291.6,d6a61003-12f3-49e4-bc63-acb4080707fb,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",df1bb86f-f552-4afd-8bf1-81f0f4252b27,2025-12-05,2025-12-05
123001811,6402903585508725516,122001811,6645433893175791044,2025-08-11T00:00:00.000,TASK2405,NONE,False,2,PROCESSED,0,2025-08-14T00:00:00.000,LOC5902,user3845@dxlg.com,444.29,5.92,408.75,NONE,NONE,35.54,22.21,1000,100,2025-08-11T01:00:00.000,system@dxlg.com,STANDARD,CUST34063,dxlg-us,67a760f9-0b25-4a3b-b8ba-1b32c6a15d3c,PKG12896,444.29,28dc8145-7ae2-48fa-a2b0-965200e82b79,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c1d9e95a-48c0-40b9-b6a2-8c1806058c66,2025-12-05,2025-12-05
123001812,6452354398571513502,122001812,6272499239608869088,2021-11-12T00:00:00.000,TASK1889,SUCCESS,False,3,FINALIZED,0,2021-11-13T00:00:00.000,LOC4697,user8684@dxlg.com,423.64,7.13,389.75,NONE,NONE,33.89,21.18,1000,200,2021-11-12T01:00:00.000,system@dxlg.com,STANDARD,CUST69956,dxlg-us,f9dde755-3a99-4001-b000-14e485308fc3,PKG83800,423.64,c242af3d-687e-49d6-ab21-6969aec32ebc,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",11793992-7840-4d27-9854-fe8b647ec13b,2025-12-05,2025-12-05
123001813,6526601298153695274,122001813,6087743702867151981,2021-01-26T00:00:00.000,TASK3165,COMPLETED,False,1,COMPLETED,0,2021-01-31T00:00:00.000,LOC2250,user3399@dxlg.com,199.57,5.08,183.6,NONE,TAX002,15.97,9.98,1000,200,2021-01-26T08:00:00.000,system@dxlg.com,DEBIT,CUST57973,dxlg-us,a293491e-d269-4cb4-b5f6-db2bc47a1a64,PKG66307,199.57,275b78fa-faa7-44a0-9823-2d59ee2fd318,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",58053105-7e15-41bb-9ce1-edeae8a6425c,2025-12-05,2025-12-05
123001814,6651962102369820096,122001814,6142786466139449239,2020-11-17T00:00:00.000,TASK1510,NONE,False,2,FINALIZED,0,2020-11-22T00:00:00.000,LOC3749,user1073@dxlg.com,384.98,10.58,354.18,NONE,TAX001,30.8,19.25,3000,200,2020-11-17T04:00:00.000,system@dxlg.com,CREDIT,CUST25091,dxlg-us,aa461f93-aeb7-4758-a05a-e468ebf9f730,PKG76090,384.98,2a251fc0-f4fd-4f09-9517-b187923416fd,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",17229766-5a2e-4855-b8ae-3be51752d015,2025-12-05,2025-12-05
123001815,6063500284207038483,122001815,6304186479477312546,2024-03-16T00:00:00.000,TASK1756,NONE,False,3,COMPLETED,0,2024-03-18T00:00:00.000,LOC7173,user3864@dxlg.com,144.89,5.04,133.3,NONE,NONE,11.59,7.24,3000,200,2024-03-16T05:00:00.000,system@dxlg.com,CREDIT,CUST12439,dxlg-us,d77604b3-9b18-40c2-8b34-74f099edd56f,PKG76030,144.89,cc0f3640-9239-4ff1-a325-70051bec2a9c,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",3d204ab0-f120-4477-aff2-2247f25a2491,2025-12-05,2025-12-05
123001816,6805976127600512926,122001816,6728248287691385614,2021-01-10T00:00:00.000,TASK1552,SUCCESS,False,2,PROCESSED,0,2021-01-13T00:00:00.000,LOC1909,user8290@dxlg.com,474.15,8.43,436.22,NONE,TAX002,37.93,23.71,1000,300,2021-01-10T19:00:00.000,system@dxlg.com,DEBIT,CUST82460,dxlg-us,bd6fdc1b-8045-4376-89cd-de721246f30f,PKG28680,474.15,d7d3b82b-77ab-49da-9c6f-b47bfb304ad4,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",74b17348-02b5-401c-a10e-819372c8b794,2025-12-05,2025-12-05
123001817,6161986967932779373,122001817,6740210706652374116,2021-02-25T00:00:00.000,TASK3810,SUCCESS,False,3,FINALIZED,0,2021-02-27T00:00:00.000,LOC4967,user3659@dxlg.com,87.67,9.68,80.66,NONE,TAX002,7.01,4.38,3000,200,2021-02-25T15:00:00.000,system@dxlg.com,CREDIT,CUST84999,dxlg-us,d0971ef9-dbc2-4797-989a-a08f8e008f22,PKG86053,87.67,f90f817b-fa80-4f87-b6f6-3d2540232520,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",aded6421-4ad5-4ec9-bedf-0e608ef64d35,2025-12-05,2025-12-05
123001818,6116902951525914229,122001818,6832715254720922010,2020-12-22T00:00:00.000,TASK5449,SUCCESS,False,3,COMPLETED,0,2020-12-23T00:00:00.000,LOC4221,user5619@dxlg.com,56.77,5.7,52.23,NONE,NONE,4.54,2.84,3000,100,2020-12-22T12:00:00.000,system@dxlg.com,CREDIT,CUST46514,dxlg-us,bfa2332b-9c43-4bdd-ba66-c880b4d92cd6,PKG79457,56.77,d7102bca-d852-4216-b310-6e435f9deb70,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",3a34dc60-e4f0-4af4-a503-79b2ac4b23be,2025-12-05,2025-12-05
123001819,6390723040354517799,122001819,6136441898265562493,2020-08-29T00:00:00.000,TASK5824,NONE,False,1,FINALIZED,0,2020-09-02T00:00:00.000,LOC8369,user5589@dxlg.com,473.37,9.69,435.5,NONE,TAX001,37.87,23.67,2000,100,2020-08-29T14:00:00.000,system@dxlg.com,STANDARD,CUST46076,dxlg-us,533e743b-6089-404d-a776-0c4d7e478f65,PKG68903,473.37,f4dd5448-e400-4ccc-989b-ce91555cd57e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",bac74367-406d-461f-b580-415ed681c344,2025-12-05,2025-12-05
123001820,6145421090806356520,122001820,6718109955807716387,2025-02-13T00:00:00.000,TASK7685,COMPLETED,False,1,PROCESSED,0,2025-02-14T00:00:00.000,LOC4889,user8026@dxlg.com,246.33,11.91,226.62,NONE,TAX001,19.71,12.32,3000,100,2025-02-13T17:00:00.000,system@dxlg.com,CREDIT,CUST56351,dxlg-us,d8c4ad73-e4ea-4dd9-9a80-47e19d778614,PKG14556,246.33,ba9f32e1-c2aa-4186-91e0-9bb5d815f58e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",ef05f8e0-b7d8-42e4-8349-c96890549186,2025-12-05,2025-12-05
123001821,6480898464877572138,122001821,6770152623034485195,2022-12-29T00:00:00.000,TASK4581,NONE,False,3,FINALIZED,0,2023-01-03T00:00:00.000,LOC6026,user1611@dxlg.com,352.17,13.49,324.0,NONE,TAX002,28.17,17.61,2000,200,2022-12-29T09:00:00.000,system@dxlg.com,CREDIT,CUST25494,dxlg-us,30332b05-4253-4376-8318-b822192ff3b3,PKG77006,352.17,151c42fb-800d-4a35-b3d5-d4c0d6d351bc,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",a812783f-088c-480a-946b-b253ecf811ca,2025-12-05,2025-12-05
123001822,6342765315029575723,122001822,6053489216217350783,2025-11-26T00:00:00.000,TASK6000,NONE,False,1,FINALIZED,0,2025-11-27T00:00:00.000,LOC3195,user8429@dxlg.com,143.06,5.63,131.62,NONE,NONE,11.44,7.15,1000,100,2025-11-26T11:00:00.000,system@dxlg.com,DEBIT,CUST11386,dxlg-us,fccfd867-3e2a-4e5d-b63c-732b2fca0bc4,PKG89684,143.06,822169b3-1bcc-4a0e-bb74-6a3762996c8d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",395133b0-c00d-44f3-8595-d79ce295905c,2025-12-05,2025-12-05
123001823,6825692287629709580,122001823,6911704876799910492,2023-12-28T00:00:00.000,TASK8494,COMPLETED,False,3,FINALIZED,0,2024-01-02T00:00:00.000,LOC7242,user8374@dxlg.com,300.27,10.9,276.25,NONE,TAX002,24.02,15.01,1000,300,2023-12-28T09:00:00.000,system@dxlg.com,STANDARD,CUST47061,dxlg-us,c441d1fa-974a-4f5f-ba92-56fb35a56345,PKG96986,300.27,081a2e7a-213c-4340-a360-c4cd68b1d69a,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",eaad97d1-6358-4de2-ba20-88777181b839,2025-12-05,2025-12-05
123001824,6079999350186051900,122001824,6765167362251751972,2023-11-15T00:00:00.000,TASK3927,SUCCESS,False,3,COMPLETED,0,2023-11-18T00:00:00.000,LOC9065,user3699@dxlg.com,497.19,5.43,457.41,NONE,TAX002,39.78,24.86,2000,200,2023-11-15T08:00:00.000,system@dxlg.com,STANDARD,CUST99732,dxlg-us,33092212-1e25-45ae-985c-7a7a8fcc9b31,PKG51075,497.19,219c43bd-cfb0-4542-96ae-fae11524317d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",00dc981e-38be-4c83-aa16-b655dd9acca4,2025-12-05,2025-12-05
123001825,6431582238185208188,122001825,6688955798416783740,2022-12-30T00:00:00.000,TASK5954,NONE,False,2,COMPLETED,0,2023-01-03T00:00:00.000,LOC3110,user7518@dxlg.com,272.33,10.72,250.54,NONE,TAX001,21.79,13.62,1000,300,2022-12-31T00:00:00.000,system@dxlg.com,DEBIT,CUST55650,dxlg-us,c95b0772-4611-4b48-98bf-3d5f9ebaa23a,PKG89708,272.33,abe8a226-1dab-4519-b9de-899727306773,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c3e2902a-b772-4791-9a8c-e4900f48e08e,2025-12-05,2025-12-05
123001827,6163529502036929392,122001827,6521120853874876911,2022-12-09T00:00:00.000,TASK9424,COMPLETED,False,1,COMPLETED,0,2022-12-10T00:00:00.000,LOC8816,user7570@dxlg.com,157.2,12.41,144.62,NONE,TAX001,12.58,7.86,1000,100,2022-12-09T10:00:00.000,system@dxlg.com,STANDARD,CUST11666,dxlg-us,e2acabfc-3b18-4c28-8a53-f3723fa5988b,PKG35378,157.2,cc165209-4eba-4d48-a6e4-63b7d903cd31,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",440f293c-1738-4690-b674-8ffa8e1ee91c,2025-12-05,2025-12-05
123001828,6804005395093598240,122001828,6934435132501063022,2025-08-20T00:00:00.000,TASK8920,NONE,False,1,PROCESSED,0,2025-08-24T00:00:00.000,LOC5253,user7865@dxlg.com,123.75,12.83,113.85,NONE,NONE,9.9,6.19,3000,300,2025-08-20T11:00:00.000,system@dxlg.com,DEBIT,CUST41486,dxlg-us,8106a6f6-4458-4288-b8cc-4349f661b210,PKG21466,123.75,0e252a88-229c-40e2-89aa-41f1a10229ce,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",63396564-e26c-406e-9db6-5b802057a372,2025-12-05,2025-12-05
