inc_id,scan_id,bmctotal,bodyfat,fitness,leanbodymass,leanmassarms,leanmasslegs,shoulderwidth,visceraladiposetissue,weight,neck,chest,underbust,overarm,bicepleft,bicepright,forearmleft,forearmright,wristleft,wristright,stomach,seat,thighleft,thighright,calfleft,calfright,waist,bodysurfacearea,pantwaist,backneck2waist,sleeveleft,sleeveright,acrossshoulder,crotchlength,inseam,chestcb,hipscb,outseamleft,outseamright,process_date,load_filename,load_timestamp,version,year,month
786,58af6d24-e129-4d62-a1e3-5fc586fc3ca8,3565.98,47.44,11.08,236.38,12151.95,30811.69,24.17,1964.6,161.03,17.13,59.48,48.08,53.28,15.2,16.83,14.82,12.32,7.32,9.8,48.49,60.45,26.66,31.3,20.11,20.26,66.98,4039.21,64.71,20.71,36.76,34.41,21.87,44.2,31.4,65.34,51.47,36.29,37.96,22-03-2024,scanId-58af6d24-e129-4d62-a1e3-5fc586fc3ca8_2024_03_21_00_00_00.json-app-measures-version-5.0.0,30:22.9,5.0.0,2024,3
787,ecf1571f-2157-4c0e-8428-171f897d320f,4558.84,50.97,5.2,155.37,12803.0,26705.17,24.59,2938.52,143.79,22.58,63.29,59.25,66.61,14.31,15.1,15.01,15.64,8.64,7.01,60.62,45.32,32.09,33.86,21.25,18.05,62.14,3788.73,49.14,20.92,36.56,36.97,21.22,39.45,29.47,54.36,50.14,37.66,37.43,20-10-2024,scanId-ecf1571f-2157-4c0e-8428-171f897d320f_2024_10_19_00_00_00.json-app-measures-version-5.0.0,18:53.7,5.0.0,2024,10
788,c2de2ec1-0776-468b-a49f-07dcf2653bce,4431.62,44.72,12.48,244.93,10502.31,28789.17,24.94,2425.7,127.46,18.06,66.32,63.73,53.65,19.07,14.94,15.52,14.97,7.91,7.53,65.2,56.46,32.24,28.97,17.14,21.41,62.74,4334.23,52.14,20.28,33.88,34.08,22.96,37.0,32.71,56.85,54.38,40.56,41.21,08-07-2025,scanId-c2de2ec1-0776-468b-a49f-07dcf2653bce_2025_07_07_00_00_00.json-app-measures-version-5.0.0,48:50.7,5.0.0,2025,7
789,09a6eb23-6730-4edb-89b5-c38b68ffe2cf,4110.02,41.01,9.07,232.15,12975.1,25055.93,19.33,3872.31,102.51,18.93,64.78,64.98,60.25,16.09,14.94,15.86,12.56,9.14,7.6,52.29,47.16,32.48,27.55,21.27,16.55,45.78,3571.87,67.1,19.46,33.18,33.47,22.53,39.42,29.31,55.16,63.06,40.42,38.48,16-02-2024,scanId-09a6eb23-6730-4edb-89b5-c38b68ffe2cf_2024_02_15_00_00_00.json-app-measures-version-5.0.0,27:21.4,5.0.0,2024,2
790,7d4a5082-4136-43da-afe5-49cb36e7746c,4989.75,27.68,9.78,239.54,14861.05,22280.05,20.64,3524.78,97.98,21.72,60.11,64.01,67.1,16.66,18.46,15.03,15.95,7.14,8.56,53.2,45.23,32.29,35.99,20.92,19.58,56.62,4458.75,50.15,19.2,35.35,36.49,21.45,43.11,32.77,59.36,49.67,41.04,36.9,20-06-2025,scanId-7d4a5082-4136-43da-afe5-49cb36e7746c_2025_06_19_00_00_00.json-app-measures-version-5.0.0,10:50.6,5.0.0,2025,6
791,091c4c83-5d2a-4478-91ed-9387a8ca335e,3946.88,59.66,5.93,177.19,8880.12,32364.44,21.68,1861.04,141.52,22.64,60.01,48.07,63.66,19.66,17.83,12.79,15.91,7.58,8.64,45.37,55.79,29.36,26.95,20.75,21.18,49.18,3721.78,66.63,21.6,35.27,35.72,21.59,43.25,33.06,55.04,67.13,40.13,38.74,28-02-2025,scanId-091c4c83-5d2a-4478-91ed-9387a8ca335e_2025_02_27_00_00_00.json-app-measures-version-5.0.0,10:48.2,5.0.0,2025,2
792,59993f42-6943-4e49-a0d2-0a6adde3d499,4650.21,30.34,5.73,211.76,12302.14,34299.88,19.08,2085.38,112.94,22.29,61.1,58.52,62.7,17.81,19.97,13.45,12.66,8.01,7.4,63.08,56.87,34.43,26.23,17.1,21.32,62.05,4079.31,52.16,21.18,35.5,33.34,20.35,42.33,34.72,59.59,65.85,37.97,36.79,18-03-2024,scanId-59993f42-6943-4e49-a0d2-0a6adde3d499_2024_03_17_00_00_00.json-app-measures-version-5.0.0,54:29.1,5.0.0,2024,3
793,d62a0fd0-4561-4a23-a832-447a1abaf6fc,4704.12,31.8,11.87,167.91,9214.05,21677.65,19.06,2671.98,161.93,17.19,50.67,65.61,65.59,19.25,16.41,14.83,12.23,10.0,9.02,47.18,65.34,33.31,33.49,21.24,17.24,65.5,3548.62,69.01,20.99,35.04,34.53,23.73,33.56,31.83,63.79,49.94,41.94,39.27,03-08-2025,scanId-d62a0fd0-4561-4a23-a832-447a1abaf6fc_2025_08_02_00_00_00.json-app-measures-version-5.0.0,32:39.9,5.0.0,2025,8
794,a2806a91-c3de-4576-9dd1-48b1be77ff07,3820.81,29.59,10.79,247.29,11706.28,31377.05,20.77,1693.91,106.59,18.02,58.15,56.5,53.31,18.36,14.45,13.29,13.86,7.55,7.65,60.1,54.46,28.97,34.84,18.4,20.21,52.27,4234.6,68.68,18.8,33.78,36.21,21.34,35.3,31.72,64.78,52.13,36.4,39.59,22-12-2024,scanId-a2806a91-c3de-4576-9dd1-48b1be77ff07_2024_12_21_00_00_00.json-app-measures-version-5.0.0,50:19.6,5.0.0,2024,12
795,80eb71e4-4a46-4686-a1df-fbbd41417dc9,4041.3,49.86,5.99,245.45,12804.73,26236.34,23.49,3088.39,96.62,21.65,56.39,49.38,67.04,16.59,19.58,13.26,12.3,9.96,7.97,63.25,49.1,34.65,30.06,18.49,19.56,60.03,4124.31,59.39,19.63,34.03,36.24,21.98,41.73,32.47,54.44,59.89,40.66,39.81,24-06-2025,scanId-80eb71e4-4a46-4686-a1df-fbbd41417dc9_2025_06_23_00_00_00.json-app-measures-version-5.0.0,57:43.3,5.0.0,2025,6
796,bfc7d185-cf22-4b9d-b5c0-a353dace42a0,3795.68,34.32,8.95,239.06,14951.22,26902.75,21.83,3648.1,129.27,21.64,63.37,47.15,60.59,17.67,14.84,14.32,12.83,9.37,9.42,48.58,55.47,28.4,26.04,16.7,19.84,50.42,4027.23,46.26,20.63,34.06,33.59,23.31,32.67,35.63,69.36,57.86,40.03,39.23,16-02-2024,scanId-bfc7d185-cf22-4b9d-b5c0-a353dace42a0_2024_02_15_00_00_00.json-app-measures-version-5.0.0,30:23.2,5.0.0,2024,2
797,9be7dc71-09c8-451b-806b-0a416fade8f9,4694.05,40.44,10.37,150.39,14927.6,25526.28,24.62,3211.59,99.34,21.67,65.61,47.45,67.73,15.66,16.59,15.57,13.05,7.77,8.23,57.46,68.53,32.81,31.61,16.75,21.64,49.59,4120.4,62.77,18.04,34.97,33.57,22.84,35.18,30.89,51.64,48.64,39.77,37.35,20-05-2024,scanId-9be7dc71-09c8-451b-806b-0a416fade8f9_2024_05_19_00_00_00.json-app-measures-version-5.0.0,50:17.1,5.0.0,2024,5
798,de39c6a8-d73b-40c9-bf08-c954e5872890,4524.23,31.54,12.73,207.86,12962.17,28539.87,20.78,2571.16,150.14,18.41,52.72,48.84,59.25,14.09,18.08,15.27,12.62,8.09,9.98,61.01,63.91,25.37,30.7,20.76,20.27,65.55,3606.11,69.09,19.29,33.96,36.05,23.32,42.56,34.57,62.43,53.51,38.34,37.54,16-11-2024,scanId-de39c6a8-d73b-40c9-bf08-c954e5872890_2024_11_15_00_00_00.json-app-measures-version-5.0.0,24:24.4,5.0.0,2024,11
799,b57dbadc-a505-43a1-8fcf-64272cfd1e52,4776.85,47.07,10.78,161.33,12288.46,26428.33,24.97,3246.97,94.8,18.07,51.97,49.07,55.99,20.72,14.86,13.59,12.78,9.49,8.04,45.38,53.07,31.42,35.57,20.17,17.02,62.33,3666.38,57.61,19.81,33.78,33.04,21.63,39.62,32.83,66.8,50.45,40.82,38.59,17-02-2024,scanId-b57dbadc-a505-43a1-8fcf-64272cfd1e52_2024_02_16_00_00_00.json-app-measures-version-5.0.0,45:55.7,5.0.0,2024,2
800,1596dd24-c143-4fca-8ee9-1b4cec771b2c,3982.9,26.61,14.97,168.06,14901.59,33464.51,22.89,3959.65,117.03,21.45,58.53,55.65,64.07,16.2,15.07,15.5,14.99,8.44,8.6,47.57,54.22,33.62,33.77,18.25,21.6,42.57,4002.83,47.38,19.11,35.92,35.54,22.75,33.32,28.66,61.03,60.95,37.14,38.79,07-06-2024,scanId-1596dd24-c143-4fca-8ee9-1b4cec771b2c_2024_06_06_00_00_00.json-app-measures-version-5.0.0,12:23.4,5.0.0,2024,6
801,115e8478-11ce-466b-ae99-c7e544589596,3725.7,39.71,8.91,217.4,14072.21,34823.81,23.94,2413.12,160.12,18.02,55.49,66.84,63.51,19.52,20.75,14.76,13.74,9.05,9.97,49.0,51.59,31.25,34.8,17.23,20.71,50.65,4466.16,58.09,19.01,33.08,33.15,23.06,42.32,34.13,63.54,54.37,38.02,39.04,26-03-2025,scanId-115e8478-11ce-466b-ae99-c7e544589596_2025_03_25_00_00_00.json-app-measures-version-5.0.0,45:39.5,5.0.0,2025,3
802,5e87c81b-6087-4c56-9845-f14dda4f8763,4651.37,36.95,13.18,218.68,10149.97,34139.65,22.71,1656.6,107.05,20.02,59.65,50.01,55.7,17.05,19.17,14.82,13.94,9.07,9.02,45.87,66.5,29.54,26.83,18.97,20.14,44.77,3665.53,45.27,19.96,33.98,33.51,23.86,32.72,31.47,63.51,64.98,36.71,38.66,28-12-2024,scanId-5e87c81b-6087-4c56-9845-f14dda4f8763_2024_12_27_00_00_00.json-app-measures-version-5.0.0,53:51.9,5.0.0,2024,12
803,51403260-2ade-4dd2-b8ad-4d570409a879,4098.47,34.33,7.72,161.82,12972.86,34554.36,24.71,1676.78,109.32,18.29,68.46,62.75,64.85,17.62,15.95,14.58,13.5,8.97,9.93,48.57,69.5,27.46,26.14,18.33,18.05,48.46,3865.16,62.4,20.93,33.78,33.68,20.68,39.55,35.92,51.56,52.09,40.43,38.71,27-03-2025,scanId-51403260-2ade-4dd2-b8ad-4d570409a879_2025_03_26_00_00_00.json-app-measures-version-5.0.0,51:47.7,5.0.0,2025,3
804,affedf8a-faed-43a0-970e-b26e90876ae0,4527.62,51.57,6.08,160.22,14393.89,28241.72,23.49,3277.79,118.84,21.91,54.42,50.65,52.02,14.15,20.24,15.32,13.3,8.36,9.09,49.92,60.46,34.53,33.4,17.75,17.45,47.89,4172.81,58.48,18.11,34.76,34.47,23.2,36.32,29.07,48.82,60.13,40.95,37.79,27-12-2024,scanId-affedf8a-faed-43a0-970e-b26e90876ae0_2024_12_26_00_00_00.json-app-measures-version-5.0.0,47:45.2,5.0.0,2024,12
805,374696e2-59e6-4fd4-8ae2-a39481ffdc9f,3680.27,51.52,6.64,195.77,9338.94,28494.59,22.97,3522.31,168.28,17.19,50.59,53.09,56.26,14.63,17.97,13.19,13.88,8.91,9.38,60.95,68.86,27.19,26.16,17.11,18.4,49.48,3836.97,59.59,19.25,36.57,33.01,23.73,35.92,30.79,51.24,48.08,39.73,37.93,03-02-2025,scanId-374696e2-59e6-4fd4-8ae2-a39481ffdc9f_2025_02_02_00_00_00.json-app-measures-version-5.0.0,50:43.2,5.0.0,2025,2
806,c5e0592a-817a-469b-87e3-90b41f4e98c2,4311.22,41.53,11.07,167.19,9463.62,31672.73,20.1,2182.19,127.01,17.83,60.37,51.53,59.5,20.29,14.18,16.0,14.31,9.77,9.04,61.64,53.47,30.28,25.02,19.16,20.02,65.69,3763.15,54.71,19.31,33.55,34.59,20.84,39.09,30.07,51.48,52.03,40.85,40.76,17-03-2024,scanId-c5e0592a-817a-469b-87e3-90b41f4e98c2_2024_03_16_00_00_00.json-app-measures-version-5.0.0,41:21.8,5.0.0,2024,3
807,1d7ff88c-991e-4587-92c6-98f77efa7cf7,3636.14,27.36,7.26,172.11,9537.1,25580.86,21.44,2920.87,160.12,21.05,54.18,61.15,59.63,17.92,19.38,12.5,13.1,7.02,9.01,53.13,52.89,31.74,33.48,16.04,16.55,65.47,4120.58,62.33,18.82,33.26,35.56,22.36,33.41,34.27,62.25,58.02,40.48,40.02,27-07-2025,scanId-1d7ff88c-991e-4587-92c6-98f77efa7cf7_2025_07_26_00_00_00.json-app-measures-version-5.0.0,24:59.9,5.0.0,2025,7
808,a1abc904-c010-44fb-a500-a49bb351c8dd,4404.78,58.49,12.18,181.05,10654.45,24883.34,22.97,3034.81,149.69,21.33,61.29,48.57,57.62,16.61,16.24,12.23,15.22,9.63,7.75,59.39,59.87,33.15,34.7,16.95,17.65,47.45,3898.36,60.96,18.51,34.48,36.19,21.25,36.27,34.07,55.73,67.8,36.7,40.92,15-01-2024,scanId-a1abc904-c010-44fb-a500-a49bb351c8dd_2024_01_14_00_00_00.json-app-measures-version-5.0.0,16:31.5,5.0.0,2024,1
809,45c18a2f-656e-40ce-8d9e-312627d1f546,4757.41,36.21,7.82,158.86,12251.21,25541.26,24.52,2803.04,136.53,20.83,61.33,52.03,69.94,17.36,15.2,15.46,12.18,7.51,9.72,54.11,55.34,27.67,25.65,21.48,17.38,64.07,4447.12,47.06,18.7,36.27,36.53,20.31,43.07,31.85,60.1,59.58,36.07,40.19,18-03-2024,scanId-45c18a2f-656e-40ce-8d9e-312627d1f546_2024_03_17_00_00_00.json-app-measures-version-5.0.0,55:48.1,5.0.0,2024,3
810,378b7cf9-debf-40e4-9615-eff06288eb07,4659.33,27.62,10.6,227.77,12421.49,32152.61,19.31,2615.23,108.86,22.77,63.5,51.01,52.38,14.11,14.92,13.12,13.71,9.35,9.1,68.02,51.13,26.99,25.79,21.99,17.67,53.35,4281.32,44.27,20.38,35.63,34.99,22.76,40.67,28.82,52.85,52.98,40.36,40.41,10-08-2025,scanId-378b7cf9-debf-40e4-9615-eff06288eb07_2025_08_09_00_00_00.json-app-measures-version-5.0.0,21:58.4,5.0.0,2025,8
811,27143874-f9fe-416b-b7f0-be4894a7a10c,4309.84,29.0,9.4,162.17,10900.25,22907.34,24.88,1734.61,116.12,18.98,59.39,47.14,65.86,15.95,20.88,15.53,15.28,7.65,8.44,61.66,57.43,25.52,31.95,16.71,20.93,42.72,4497.75,52.86,18.12,35.43,35.12,22.91,34.22,31.11,51.59,54.96,37.88,41.06,05-08-2025,scanId-27143874-f9fe-416b-b7f0-be4894a7a10c_2025_08_04_00_00_00.json-app-measures-version-5.0.0,49:22.3,5.0.0,2025,8
812,b57262bf-44ae-4f67-a663-3aa108992fdd,3552.79,34.96,6.45,185.8,9409.13,28134.67,21.21,3469.67,122.92,19.61,67.69,66.63,60.21,16.23,19.78,13.9,14.07,8.09,8.97,63.9,52.39,25.74,35.84,19.85,20.76,63.49,4192.23,56.03,20.06,33.92,36.82,20.93,40.95,28.27,49.73,62.93,37.01,37.56,23-04-2025,scanId-b57262bf-44ae-4f67-a663-3aa108992fdd_2025_04_22_00_00_00.json-app-measures-version-5.0.0,45:54.9,5.0.0,2025,4
813,66516142-acf6-4550-9788-1316a4dcd42a,3552.16,36.0,5.57,210.24,11686.31,29486.92,21.36,1598.32,152.41,21.41,49.85,52.33,59.06,19.12,16.05,15.07,16.0,8.82,9.92,67.61,54.99,31.0,30.27,17.75,19.03,53.33,4438.37,53.31,18.69,36.09,34.12,21.29,39.1,34.06,59.09,63.95,39.09,39.92,22-12-2024,scanId-66516142-acf6-4550-9788-1316a4dcd42a_2024_12_21_00_00_00.json-app-measures-version-5.0.0,20:34.4,5.0.0,2024,12
814,40f3c67d-ffeb-42db-9296-9341dd23dc6a,3898.26,44.65,14.33,158.76,8730.72,21599.58,19.25,3225.33,171.46,19.79,51.5,59.19,56.82,18.73,18.84,15.37,15.66,9.28,9.1,60.11,55.14,32.64,34.39,19.94,17.57,67.83,3954.55,47.56,19.35,33.19,33.76,22.55,41.12,33.69,50.72,55.0,36.88,39.24,28-09-2024,scanId-40f3c67d-ffeb-42db-9296-9341dd23dc6a_2024_09_27_00_00_00.json-app-measures-version-5.0.0,32:32.4,5.0.0,2024,9
815,936e40c6-bd70-4d7a-a243-1f46b50609f6,4865.8,33.89,13.73,223.68,9803.71,22315.41,20.01,2628.49,107.05,21.72,62.49,54.77,69.68,14.26,18.8,15.88,14.34,8.73,9.51,69.15,49.84,25.78,31.6,19.25,19.48,59.28,4161.23,63.51,21.02,36.72,36.53,22.8,44.81,33.33,63.55,47.44,38.97,40.8,05-09-2024,scanId-936e40c6-bd70-4d7a-a243-1f46b50609f6_2024_09_04_00_00_00.json-app-measures-version-5.0.0,51:49.5,5.0.0,2024,9
816,4dd060a0-1f3b-40cf-b69c-453a40eabbf9,4499.51,28.01,9.04,153.0,8730.9,31139.4,22.54,3726.25,164.65,21.47,56.9,59.8,57.01,17.23,15.12,14.81,12.17,7.94,9.98,55.82,48.01,25.14,33.62,18.51,20.92,44.69,4050.06,55.49,18.98,36.59,35.61,20.9,42.19,34.83,63.31,63.44,41.78,36.12,24-08-2024,scanId-4dd060a0-1f3b-40cf-b69c-453a40eabbf9_2024_08_23_00_00_00.json-app-measures-version-5.0.0,36:48.7,5.0.0,2024,8
817,bf80f437-e5ef-4b01-a40d-0a8026943e6a,3687.53,58.59,8.12,195.79,8348.66,27048.83,19.81,2930.21,171.46,21.78,52.25,57.88,61.76,20.61,18.54,14.27,14.87,8.34,8.69,59.99,47.9,30.4,27.74,21.19,21.43,58.97,4356.26,57.64,20.97,36.43,35.93,23.76,32.58,32.76,52.71,46.48,41.47,41.8,27-02-2024,scanId-bf80f437-e5ef-4b01-a40d-0a8026943e6a_2024_02_26_00_00_00.json-app-measures-version-5.0.0,16:12.3,5.0.0,2024,2
818,13205564-406f-46ec-a3b0-d4c97abfc126,4923.95,34.52,6.73,198.27,8906.01,21223.79,23.96,2217.73,142.88,18.44,56.75,56.47,60.56,15.78,20.93,13.41,15.61,9.32,9.04,66.18,51.09,25.56,26.4,19.93,21.46,45.49,4287.66,55.27,21.45,36.12,34.54,22.85,44.36,35.14,61.33,53.83,36.66,41.75,09-02-2025,scanId-13205564-406f-46ec-a3b0-d4c97abfc126_2025_02_08_00_00_00.json-app-measures-version-5.0.0,18:41.4,5.0.0,2025,2
819,ff0b63e3-2cdc-468b-95a1-bdfeedcdf405,4972.01,38.74,9.15,223.06,12501.27,33524.16,20.38,3360.24,159.66,18.02,48.19,51.63,69.92,14.11,17.73,14.38,15.12,8.85,8.77,64.9,67.84,30.34,28.18,20.45,16.76,55.73,4404.67,60.78,21.11,35.04,36.51,23.29,40.99,29.44,59.1,62.04,37.05,36.67,13-08-2025,scanId-ff0b63e3-2cdc-468b-95a1-bdfeedcdf405_2025_08_12_00_00_00.json-app-measures-version-5.0.0,17:53.6,5.0.0,2025,8
820,109da2d7-5158-4992-b1e3-f765a23bfd4d,4813.68,29.4,11.6,196.54,13245.98,21195.52,21.48,3965.43,174.63,20.1,64.82,58.54,62.93,19.85,15.58,13.95,15.08,7.55,9.42,53.96,69.63,27.54,35.38,18.49,20.5,65.63,3506.29,62.17,21.58,34.65,36.38,22.72,41.95,28.33,54.07,55.2,41.23,36.51,27-07-2024,scanId-109da2d7-5158-4992-b1e3-f765a23bfd4d_2024_07_26_00_00_00.json-app-measures-version-5.0.0,51:33.5,5.0.0,2024,7
821,6517514a-1442-4214-8015-dbaf6eb20c3c,3614.01,53.23,14.72,206.33,9919.54,29305.79,23.56,2886.26,148.32,22.52,56.09,51.12,62.31,19.66,20.81,15.22,13.96,9.82,7.17,67.77,66.12,31.39,29.49,16.47,17.55,63.03,3521.8,61.24,20.35,35.5,33.81,22.38,38.9,33.91,68.26,51.14,37.51,37.45,24-04-2025,scanId-6517514a-1442-4214-8015-dbaf6eb20c3c_2025_04_23_00_00_00.json-app-measures-version-5.0.0,53:17.3,5.0.0,2025,4
822,79023c02-ef1b-44cd-9b07-333562a03357,3674.5,48.16,10.95,214.78,10859.35,25288.2,21.12,2154.86,122.02,19.62,55.01,54.48,64.66,19.06,20.23,15.1,15.45,8.92,7.59,50.27,67.5,32.37,30.3,19.75,18.42,45.74,3808.34,52.4,20.57,33.99,33.21,22.68,43.13,33.58,66.18,52.52,40.51,37.35,19-05-2025,scanId-79023c02-ef1b-44cd-9b07-333562a03357_2025_05_18_00_00_00.json-app-measures-version-5.0.0,38:10.6,5.0.0,2025,5
823,adae0908-ea1f-4222-bee2-7b940dff6cf6,3776.32,50.97,10.34,215.51,9559.82,30892.95,19.48,1502.99,175.54,20.68,66.52,60.58,66.37,18.12,18.1,15.87,12.56,8.91,9.04,60.25,59.82,31.96,32.46,19.13,19.63,62.11,3542.38,61.33,20.33,33.98,33.52,23.88,32.96,28.83,66.83,61.86,40.16,38.78,02-05-2024,scanId-adae0908-ea1f-4222-bee2-7b940dff6cf6_2024_05_01_00_00_00.json-app-measures-version-5.0.0,38:43.5,5.0.0,2024,5
824,a6c44850-ac06-40a7-b7d0-1bf9ca12fe53,4534.13,55.95,9.65,151.29,9668.81,29813.58,24.53,3465.56,154.22,20.04,49.61,65.07,58.54,20.22,19.77,12.97,12.12,7.77,8.01,53.01,54.06,25.26,34.22,20.95,17.4,53.32,3807.88,46.64,18.13,34.77,35.68,20.17,37.56,34.3,65.61,64.95,37.77,41.08,03-12-2024,scanId-a6c44850-ac06-40a7-b7d0-1bf9ca12fe53_2024_12_02_00_00_00.json-app-measures-version-5.0.0,10:22.2,5.0.0,2024,12
825,aaf25b86-1605-494b-b349-83ca393dc163,3684.76,58.05,14.07,192.23,12164.9,27206.36,22.33,2180.65,148.78,22.36,69.93,57.13,58.91,14.81,18.07,12.6,15.11,7.83,8.12,58.32,56.08,31.46,32.03,16.65,19.14,43.88,4211.92,63.13,19.19,36.76,33.38,21.95,39.71,32.9,51.08,47.76,38.54,37.61,15-03-2025,scanId-aaf25b86-1605-494b-b349-83ca393dc163_2025_03_14_00_00_00.json-app-measures-version-5.0.0,23:11.4,5.0.0,2025,3
826,c620d31a-e065-4bc0-ac90-097b12d2f5d6,4550.11,38.56,9.91,157.37,8284.0,29227.32,21.13,3735.37,120.66,18.07,67.02,60.48,61.67,15.88,15.67,15.15,13.74,7.47,8.47,47.97,55.89,27.17,27.39,21.3,18.21,47.84,3531.91,62.9,19.48,33.61,34.67,20.03,43.82,30.19,57.48,54.4,41.48,39.96,26-02-2024,scanId-c620d31a-e065-4bc0-ac90-097b12d2f5d6_2024_02_25_00_00_00.json-app-measures-version-5.0.0,35:34.4,5.0.0,2024,2
827,70dea2b7-4f10-494d-84c9-e20a9a421c84,4856.39,31.85,8.12,223.28,8999.04,22755.84,24.83,3184.12,157.4,17.52,59.62,63.46,57.19,19.4,18.09,13.32,12.85,7.41,9.35,69.74,51.98,31.44,27.43,19.61,17.54,62.49,3863.56,44.76,18.92,34.69,36.56,21.63,33.17,34.98,50.74,67.27,37.24,41.55,08-09-2024,scanId-70dea2b7-4f10-494d-84c9-e20a9a421c84_2024_09_07_00_00_00.json-app-measures-version-5.0.0,11:17.3,5.0.0,2024,9
828,3fd85462-aabf-4ca8-9e78-0eecff326072,3747.83,26.43,10.11,213.55,12734.41,25821.39,22.58,1607.98,165.56,21.1,60.32,56.76,62.86,15.26,19.48,14.31,14.33,7.14,9.59,54.48,63.15,33.87,34.12,18.94,17.34,64.41,4286.45,49.8,21.74,36.93,35.56,20.47,34.18,34.23,62.87,51.29,36.56,38.66,25-07-2024,scanId-3fd85462-aabf-4ca8-9e78-0eecff326072_2024_07_24_00_00_00.json-app-measures-version-5.0.0,46:25.1,5.0.0,2024,7
829,14db436e-70c0-4128-809e-3308a8754051,4549.52,33.01,5.87,157.29,14023.6,28533.62,24.16,1674.32,167.83,17.27,55.09,62.57,60.46,19.86,16.38,15.33,12.16,9.35,8.41,66.73,47.11,29.66,33.15,17.05,17.36,50.89,3844.18,49.46,18.46,34.15,33.5,23.69,32.73,29.17,60.17,61.97,39.54,38.18,07-09-2025,scanId-14db436e-70c0-4128-809e-3308a8754051_2025_09_06_00_00_00.json-app-measures-version-5.0.0,15:44.3,5.0.0,2025,9
830,7ec9a7fa-cae1-4717-ba7a-a634158cb1b6,4197.76,43.0,10.5,241.63,8251.87,21123.22,21.72,1539.86,158.76,21.91,52.5,54.12,59.22,19.3,15.57,15.37,14.16,9.34,9.9,63.89,64.85,30.96,35.63,16.3,21.77,61.95,4059.47,57.07,20.46,34.94,33.58,23.12,36.03,30.85,49.77,54.55,36.96,37.06,11-04-2024,scanId-7ec9a7fa-cae1-4717-ba7a-a634158cb1b6_2024_04_10_00_00_00.json-app-measures-version-5.0.0,31:31.1,5.0.0,2024,4
831,3664f5ff-b05d-4598-a999-2a2c972eb9a1,4163.55,35.32,7.82,196.68,13488.27,21315.67,24.44,3190.81,127.91,17.79,49.65,61.2,54.71,17.45,17.53,13.34,14.86,9.0,7.3,66.12,61.6,26.62,27.4,20.78,21.89,49.52,3850.26,63.63,21.43,34.02,36.55,22.37,41.95,33.94,68.46,47.22,37.66,39.25,10-04-2025,scanId-3664f5ff-b05d-4598-a999-2a2c972eb9a1_2025_04_09_00_00_00.json-app-measures-version-5.0.0,55:30.1,5.0.0,2025,4
832,0da916bc-939f-4d89-97db-b8e7bda6e791,4840.11,57.68,11.74,210.55,8662.29,32952.92,20.33,2730.19,178.26,18.08,64.22,48.8,68.86,19.85,15.36,14.31,12.33,7.27,9.31,63.52,58.22,29.21,32.04,20.75,21.85,60.89,4485.73,69.61,20.26,36.45,36.41,23.18,41.15,31.46,64.11,63.96,37.79,38.06,29-01-2024,scanId-0da916bc-939f-4d89-97db-b8e7bda6e791_2024_01_28_00_00_00.json-app-measures-version-5.0.0,14:13.9,5.0.0,2024,1
833,49919c40-ed57-4a26-a5db-66bdc7a85789,4957.11,46.46,12.09,248.53,14704.6,22528.39,21.35,2589.03,140.61,22.08,65.08,54.4,63.5,20.56,14.06,13.1,12.18,9.37,9.14,52.06,68.01,29.18,32.97,17.63,21.7,47.91,4328.27,58.28,21.09,33.74,34.72,22.96,42.37,32.4,54.06,61.49,36.07,37.42,05-10-2025,scanId-49919c40-ed57-4a26-a5db-66bdc7a85789_2025_10_04_00_00_00.json-app-measures-version-5.0.0,42:38.3,5.0.0,2025,10
834,069fbdd2-25dc-480f-8243-37d6dea6603f,4716.07,57.02,5.69,162.63,10775.92,34273.58,23.34,2863.3,137.89,17.59,63.56,56.86,57.21,17.77,16.37,15.58,15.07,8.53,7.38,62.4,64.84,34.1,25.67,18.74,19.37,48.02,4474.72,53.29,19.06,33.54,35.14,23.08,42.69,31.36,50.47,46.95,38.73,37.97,19-10-2024,scanId-069fbdd2-25dc-480f-8243-37d6dea6603f_2024_10_18_00_00_00.json-app-measures-version-5.0.0,18:22.6,5.0.0,2024,10
835,c9ff6d20-82a6-480e-9908-c9407534e8b4,4234.55,51.75,13.2,186.08,12446.49,26412.94,23.65,1673.96,154.22,21.13,49.02,51.72,57.93,15.51,15.13,15.93,14.29,7.43,8.15,62.01,55.21,31.53,28.54,21.33,17.02,48.64,4436.44,55.45,20.03,33.77,33.51,20.59,44.33,31.73,51.75,61.7,36.27,40.02,22-06-2024,scanId-c9ff6d20-82a6-480e-9908-c9407534e8b4_2024_06_21_00_00_00.json-app-measures-version-5.0.0,41:19.8,5.0.0,2024,6
836,3d1404e1-0f65-4b32-9a2b-c036d08c8b09,4907.82,27.54,7.11,168.75,11076.11,31115.22,23.48,1883.56,91.17,21.87,53.31,55.57,55.69,18.05,14.02,12.01,12.88,7.93,9.22,48.53,52.29,28.28,27.74,17.98,21.89,67.59,3903.54,60.41,19.55,35.9,33.34,23.81,32.26,35.37,48.07,65.4,38.68,40.81,15-10-2025,scanId-3d1404e1-0f65-4b32-9a2b-c036d08c8b09_2025_10_14_00_00_00.json-app-measures-version-5.0.0,49:31.6,5.0.0,2025,10
