orderlineid,orderid,itemid,cancelledtotaldiscounts,maxappeasementamount,orderlinesubtotal,orderlinetotal,quantity,refundprice,returnlinetotalwithoutfees,returnablelinetotal,returnablequantity,taxoverridevalue,taxableamount,totalcharges,totaldiscountonitem,totaldiscounts,totaltaxes,unitprice,messageid,maxfulfillmentstatusid,minfulfillmentstatusid,fulfillmentstatus,isonhold,isreturn,isevenexchange,iscancelled,parentorderlineid,parentorderid,createdtimestamp,orderline_pk
1,122001653,1222647,0.0,21.54,178.5,178.5,3,0.0,0.0,178.5,0,4.34,178.5,12.97,0.0,0.0,14.28,59.5,3b9ce1b3-8670-4369-9c4c-a534733f22ff,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2024-02-29T00:00:00.000,6028890433773249327
2,122001653,900789,0.0,20.55,54.5,54.5,1,0.0,0.0,54.5,0,4.85,54.5,11.47,0.0,0.0,4.36,54.5,899a6f57-f61b-46c0-846c-c4bd6105b0ca,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2024-02-29T00:00:00.000,6876798072326615417
3,122001653,1009608,0.0,42.62,49.5,42.08,1,0.0,0.0,42.08,0,0.58,42.08,8.16,7.42,7.42,3.37,49.5,a6a217d4-65d9-41d7-8cd9-71b164c4d887,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2024-02-29T00:00:00.000,6606448779308339668
1,122001654,1222647,0.0,27.57,178.5,133.86,3,0.0,0.0,133.86,0,0.41,133.86,10.7,44.64,44.64,10.71,59.5,5c09d179-08b7-4d85-9a3a-f02793ccc0c0,3000,3000,Processing,False,False,False,False,NONE,NONE,2024-01-05T00:00:00.000,6651594506122573807
2,122001654,800456,0.0,42.24,498.0,398.4,2,0.0,0.0,398.4,0,4.34,398.4,11.54,99.6,99.6,31.87,249.0,df3ff950-4b4a-4089-8b96-45696875eac1,3000,3000,Processing,False,False,True,False,NONE,NONE,2024-01-05T00:00:00.000,6437844353200207045
1,122001655,1222647,0.0,2.69,119.0,101.16,2,0.0,0.0,101.16,0,4.22,101.16,11.51,17.84,17.84,8.09,59.5,52dd7384-8ee1-40b5-ac94-355d766a12f3,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-01-08T00:00:00.000,6755465421432367113
2,122001655,1222483,0.0,14.2,158.0,134.3,2,0.0,0.0,134.3,0,2.91,134.3,11.82,23.7,23.7,10.74,79.0,cffa5798-bbbd-4951-8984-621170e0f16c,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-01-08T00:00:00.000,6707621661994783337
3,122001655,1009608,0.0,23.13,148.5,148.5,3,0.0,0.0,148.5,0,2.25,148.5,6.26,0.0,0.0,11.88,49.5,41b9bcd8-6dd6-488e-bdbd-6f4f779171a1,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-01-08T00:00:00.000,6132237759581449530
1,122001656,1222483,0.0,26.06,79.0,71.1,1,0.0,0.0,71.1,0,3.04,71.1,5.87,7.9,7.9,5.69,79.0,9dc32575-8234-40b7-9d17-0e7676e8dd0e,3000,3000,Shipped,True,False,False,False,NONE,NONE,2025-02-04T00:00:00.000,6962023052349130630
2,122001656,1222483,0.0,42.7,158.0,118.5,2,0.0,0.0,118.5,0,4.58,118.5,14.19,39.5,39.5,9.48,79.0,cd5ee456-fa8c-4922-b2e1-b93f3f12e2b1,3000,3000,Shipped,False,False,False,False,NONE,NONE,2025-02-04T00:00:00.000,6391326288585577074
1,122001657,800456,0.0,3.99,747.0,747.0,3,0.0,0.0,747.0,0,3.73,747.0,9.12,0.0,0.0,59.76,249.0,710b57b9-c570-4736-8071-ef5c6f3b0f64,2000,2000,Pending,True,False,False,False,NONE,NONE,2020-04-27T00:00:00.000,6627356669664560449
2,122001657,900789,0.0,33.87,109.0,109.0,2,0.0,0.0,109.0,0,4.2,109.0,8.78,0.0,0.0,8.72,54.5,130db276-6b66-48e1-a965-0445c18b7b36,2000,2000,Pending,True,False,False,False,NONE,NONE,2020-04-27T00:00:00.000,6865648289601099472
3,122001657,902345,0.0,10.95,149.98,112.48,2,0.0,0.0,112.48,0,2.7,112.48,9.41,37.5,37.5,9.0,74.99,6048bd62-cbe2-4972-a71b-612480a70e19,2000,2000,Pending,True,False,False,False,NONE,NONE,2020-04-27T00:00:00.000,6377710164681256449
1,122001658,902345,0.0,19.28,74.99,67.49,1,0.0,0.0,67.49,0,4.69,67.49,5.05,7.5,7.5,5.4,74.99,0e84b72b-8914-4837-a4ea-df7215605e3c,3000,3000,Shipped,True,False,False,False,NONE,NONE,2023-04-07T00:00:00.000,6878935501692265237
2,122001658,901234,0.0,6.35,39.99,39.99,1,0.0,0.0,39.99,0,3.91,39.99,7.55,0.0,0.0,3.2,39.99,e98695c2-407e-4697-9b0c-ff1bd391f05f,3000,3000,Shipped,False,False,False,False,NONE,NONE,2023-04-07T00:00:00.000,6008914000867444544
3,122001658,1222647,0.0,44.82,178.5,151.74,3,0.0,0.0,151.74,0,4.19,151.74,8.59,26.76,26.76,12.14,59.5,24608704-5d5a-4889-b56e-4d77e71a203c,3000,3000,Shipped,True,False,False,False,NONE,NONE,2023-04-07T00:00:00.000,6561387477847098368
4,122001658,676596,0.0,23.91,208.5,177.24,3,0.0,0.0,177.24,0,1.29,177.24,12.92,31.26,31.26,14.18,69.5,a1940ad9-ede5-434a-a16b-b42268236fe8,3000,3000,Shipped,False,False,False,False,NONE,NONE,2023-04-07T00:00:00.000,6467458526104487537
1,122001659,676596,0.0,19.36,208.5,208.5,3,0.0,0.0,208.5,0,1.07,208.5,6.36,0.0,0.0,16.68,69.5,c9644d17-da68-498d-9642-86e3649980c1,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2024-11-17T00:00:00.000,6295498263387645757
2,122001659,1222647,0.0,25.42,178.5,178.5,3,0.0,0.0,178.5,0,2.21,178.5,13.26,0.0,0.0,14.28,59.5,1832a388-7015-4251-ae8d-49ff41a9eaf6,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2024-11-17T00:00:00.000,6775862379935717725
1,122001660,902345,0.0,45.31,149.98,112.48,2,0.0,0.0,112.48,0,3.99,112.48,14.4,37.5,37.5,9.0,74.99,4f183b45-bfe0-4d41-84b1-8144135f810a,3000,3000,Pending,False,False,False,False,NONE,NONE,2025-03-15T00:00:00.000,6398533945713223041
2,122001660,1009608,0.0,24.25,148.5,111.36,3,0.0,0.0,111.36,0,3.37,111.36,14.3,37.14,37.14,8.91,49.5,f3063b04-c1d0-49ea-9403-d8b30d0ad465,3000,3000,Pending,False,False,False,False,NONE,NONE,2025-03-15T00:00:00.000,6149712595585478941
3,122001660,800123,0.0,42.52,89.0,66.75,1,0.0,0.0,66.75,0,2.78,66.75,12.17,22.25,22.25,5.34,89.0,db108f92-b869-4f84-84d7-516e92e88eb6,3000,3000,Pending,False,False,False,False,NONE,NONE,2025-03-15T00:00:00.000,6749027148784021542
4,122001660,1222647,0.0,24.17,178.5,151.74,3,0.0,0.0,151.74,0,4.93,151.74,14.96,26.76,26.76,12.14,59.5,fabeadb6-32f6-42af-aa2b-96b5314998d6,3000,3000,Pending,False,False,False,False,NONE,NONE,2025-03-15T00:00:00.000,6611002074152214833
1,122001661,800123,0.0,48.05,89.0,71.2,1,0.0,0.0,71.2,0,4.44,71.2,14.57,17.8,17.8,5.7,89.0,7a506d20-5eb5-48a5-9f5b-00ba28976fcc,3000,3000,Fulfilled,True,False,True,False,NONE,NONE,2023-12-24T00:00:00.000,6032495905423213756
2,122001661,1222483,0.0,37.24,79.0,79.0,1,0.0,0.0,79.0,0,3.49,79.0,11.68,0.0,0.0,6.32,79.0,4868595b-e25d-4749-b85b-76df4b9d2ffc,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2023-12-24T00:00:00.000,6400607113792203110
3,122001661,1009608,0.0,46.54,99.0,89.1,2,0.0,0.0,89.1,0,3.17,89.1,6.15,9.9,9.9,7.13,49.5,aee9f5cb-1447-48d8-ad4e-2ab61dca8efe,3000,3000,Fulfilled,False,False,True,False,NONE,NONE,2023-12-24T00:00:00.000,6763926889653732360
1,122001662,1222647,0.0,21.46,119.0,107.1,2,0.0,0.0,107.1,0,2.19,107.1,8.96,11.9,11.9,8.57,59.5,5257fe32-0220-4afa-9194-4d088029afe8,3000,3000,Shipped,False,False,False,False,NONE,NONE,2021-01-25T00:00:00.000,6337661745813756345
2,122001662,676596,0.0,6.66,69.5,55.6,1,0.0,0.0,55.6,0,3.69,55.6,12.99,13.9,13.9,4.45,69.5,c755fb32-3dc0-440e-92ef-ac79d0f874c0,3000,3000,Shipped,False,False,False,False,NONE,183948201,2021-01-25T00:00:00.000,6317199426144865887
3,122001662,775376,0.0,14.32,196.0,156.8,2,0.0,0.0,156.8,0,4.44,156.8,10.75,39.2,39.2,12.54,98.0,ffa58f06-4333-4725-a5c2-3dc1f1d3d2cd,3000,3000,Shipped,False,False,False,False,NONE,NONE,2021-01-25T00:00:00.000,6557692651720231167
4,122001662,800456,0.0,47.05,747.0,747.0,3,0.0,0.0,747.0,0,0.1,747.0,12.5,0.0,0.0,59.76,249.0,d9073465-36bc-4413-a934-27e0b1933516,3000,3000,Shipped,True,False,False,False,NONE,NONE,2021-01-25T00:00:00.000,6721812013664131202
1,122001663,902345,0.0,46.63,74.99,74.99,1,0.0,0.0,74.99,0,0.59,74.99,13.96,0.0,0.0,6.0,74.99,4b7775db-1afb-453d-aa1a-101d1970fcea,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2020-08-26T00:00:00.000,6538728987050888865
2,122001663,1222483,0.0,31.97,79.0,79.0,1,0.0,0.0,79.0,0,1.34,79.0,14.18,0.0,0.0,6.32,79.0,d1a7b2a4-4aa7-4b0f-a336-f7b2af909ac2,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2020-08-26T00:00:00.000,6154880834847280808
3,122001663,902345,0.0,12.49,224.97,179.97,3,0.0,0.0,179.97,0,3.66,179.97,10.7,45.0,45.0,14.4,74.99,2f4bc010-bcbf-4b63-8bd3-11c64ea81a54,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2020-08-26T00:00:00.000,6975108250297575072
1,122001664,775376,0.0,24.94,196.0,156.8,2,0.0,0.0,156.8,0,3.81,156.8,6.84,39.2,39.2,12.54,98.0,bdb61ea4-bca9-4321-8ae6-35d6b7a74e46,2000,2000,Processing,False,False,False,False,NONE,NONE,2023-06-20T00:00:00.000,6956030389918290151
2,122001664,800456,0.0,33.85,747.0,747.0,3,0.0,0.0,747.0,0,1.7,747.0,11.06,0.0,0.0,59.76,249.0,57f7e327-185d-439e-b47f-0b8239bc1d6a,2000,2000,Processing,True,False,True,False,NONE,NONE,2023-06-20T00:00:00.000,6409248535181539405
3,122001664,676596,0.0,46.78,208.5,208.5,3,0.0,0.0,208.5,0,4.32,208.5,8.48,0.0,0.0,16.68,69.5,e27e9bee-ef29-4e03-bbfa-44f1efe2ca3e,2000,2000,Processing,False,False,False,False,NONE,NONE,2023-06-20T00:00:00.000,6141730599813976241
4,122001664,902345,0.0,32.17,74.99,67.49,1,0.0,0.0,67.49,0,3.9,67.49,7.81,7.5,7.5,5.4,74.99,bbb038b1-8a05-4e9d-8e14-580e7879aff7,2000,2000,Processing,True,False,False,False,NONE,NONE,2023-06-20T00:00:00.000,6866710901003086886
1,122001665,1222647,0.0,47.38,119.0,119.0,2,0.0,0.0,119.0,0,3.47,119.0,5.51,0.0,0.0,9.52,59.5,4e36bbe0-6a90-4452-970c-ad33dc90e6dc,4000,4000,Processing,True,False,False,False,NONE,NONE,2025-03-21T00:00:00.000,6462943902373597333
2,122001665,901234,0.0,9.12,119.97,119.97,3,0.0,0.0,119.97,0,2.51,119.97,6.76,0.0,0.0,9.6,39.99,d4ccfac0-6bf2-4659-bce5-2792c4c83e03,4000,4000,Processing,False,False,False,False,NONE,NONE,2025-03-21T00:00:00.000,6346252941535772258
1,122001666,676596,0.0,6.25,139.0,111.2,2,0.0,0.0,111.2,0,1.36,111.2,5.91,27.8,27.8,8.9,69.5,14eaffae-04ce-4f9a-84b7-53322eb0190f,5000,5000,Pending,False,False,False,False,NONE,NONE,2022-03-13T00:00:00.000,6295569590688954343
2,122001666,902345,0.0,22.79,149.98,119.98,2,0.0,0.0,119.98,0,1.82,119.98,7.97,30.0,30.0,9.6,74.99,53b30906-fbec-4379-9759-8eec80166816,5000,5000,Pending,True,False,False,False,NONE,NONE,2022-03-13T00:00:00.000,6390841140362252263
3,122001666,676596,0.0,35.96,69.5,62.55,1,0.0,0.0,62.55,0,3.64,62.55,10.75,6.95,6.95,5.0,69.5,96d7d5d2-9d1d-4f18-8595-7afa88e8f632,5000,5000,Pending,True,False,True,False,NONE,NONE,2022-03-13T00:00:00.000,6428503243007482619
1,122001667,676596,0.0,39.64,139.0,104.24,2,0.0,0.0,104.24,0,0.31,104.24,14.83,34.76,34.76,8.34,69.5,0a6fd47d-5427-414b-b4e6-d50b89b41fb7,3000,3000,Pending,False,False,False,False,NONE,104184742,2024-09-08T00:00:00.000,6266465068176022547
1,122001668,901234,0.0,41.76,119.97,119.97,3,0.0,0.0,119.97,0,2.94,119.97,13.37,0.0,0.0,9.6,39.99,ab8c279e-d4dd-4a33-a3af-3f93e1452716,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2022-10-04T00:00:00.000,6319619029609739173
2,122001668,901234,0.0,13.95,79.98,59.98,2,0.0,0.0,59.98,0,2.16,59.98,8.13,20.0,20.0,4.8,39.99,0a892d4f-bfc2-489e-8c85-bf6747ff8b23,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-10-04T00:00:00.000,6823676421938027355
3,122001668,775376,0.0,32.36,98.0,98.0,1,0.0,0.0,98.0,0,4.98,98.0,11.67,0.0,0.0,7.84,98.0,8337868f-575b-41f9-83fd-feaf5e6d52a2,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-10-04T00:00:00.000,6259683526572686570
4,122001668,800123,0.0,24.27,178.0,178.0,2,0.0,0.0,178.0,0,3.58,178.0,13.03,0.0,0.0,14.24,89.0,0bfd2c59-bd8b-48aa-8a39-6bd42b395860,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-10-04T00:00:00.000,6956495662838837412
1,122001669,676596,0.0,47.5,139.0,111.2,2,0.0,0.0,111.2,0,4.62,111.2,9.29,27.8,27.8,8.9,69.5,d0c8e3f6-dce1-407d-a38b-9d89678d7e63,2000,2000,Cancelled,False,False,False,False,NONE,NONE,2021-09-11T00:00:00.000,6138270073559273678
2,122001669,1009608,0.0,10.09,99.0,74.24,2,0.0,0.0,74.24,0,2.47,74.24,12.69,24.76,24.76,5.94,49.5,829ba3ab-29b7-42d2-9720-12f96fc83437,2000,2000,Cancelled,True,False,True,False,NONE,NONE,2021-09-11T00:00:00.000,6757659522300673980
1,122001670,900789,0.0,16.79,163.5,147.15,3,0.0,0.0,147.15,0,0.38,147.15,10.28,16.35,16.35,11.77,54.5,2cfc7fc6-491f-4547-82a2-43dbf1e7ca4e,3000,3000,Processing,False,False,False,False,NONE,NONE,2025-08-01T00:00:00.000,6863713535337157201
2,122001670,676596,0.0,21.7,69.5,62.55,1,0.0,0.0,62.55,0,3.43,62.55,12.33,6.95,6.95,5.0,69.5,3c9bab5a-aef8-4576-8d81-5368ba043099,3000,3000,Processing,False,False,False,False,NONE,NONE,2025-08-01T00:00:00.000,6550074500785408566
1,122001671,901234,0.0,1.37,119.97,119.97,3,0.0,0.0,119.97,0,1.72,119.97,9.72,0.0,0.0,9.6,39.99,b24f50e8-22a4-429e-abd3-05275e741f2f,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2022-04-28T00:00:00.000,6220652332124118486
2,122001671,800456,0.0,34.02,498.0,423.3,2,0.0,0.0,423.3,0,0.67,423.3,12.15,74.7,74.7,33.86,249.0,c4ee40bb-e7b1-4bc4-80c2-e2a183877635,2000,2000,Fulfilled,False,False,False,False,NONE,NONE,2022-04-28T00:00:00.000,6009350333116657364
3,122001671,800456,0.0,0.41,747.0,747.0,3,0.0,0.0,747.0,0,4.61,747.0,13.04,0.0,0.0,59.76,249.0,384e19f3-2246-4d8b-808a-074c6807ae07,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2022-04-28T00:00:00.000,6396726510050321114
4,122001671,1222483,0.0,16.78,237.0,177.75,3,0.0,0.0,177.75,0,3.82,177.75,10.43,59.25,59.25,14.22,79.0,384a2bc6-6792-4ab8-ac1f-ba098759871d,2000,2000,Fulfilled,True,False,True,False,NONE,NONE,2022-04-28T00:00:00.000,6470815575828342235
1,122001672,676596,0.0,33.31,208.5,208.5,3,0.0,0.0,208.5,0,1.17,208.5,5.79,0.0,0.0,16.68,69.5,1a02c6e0-8782-4029-addf-d3918aa983cf,3000,3000,Cancelled,False,False,False,False,NONE,143922108,2023-11-03T00:00:00.000,6661404529221670895
2,122001672,1222647,0.0,30.57,59.5,59.5,1,0.0,0.0,59.5,0,3.71,59.5,10.16,0.0,0.0,4.76,59.5,5f8c5dee-ef22-4a6f-82cb-ab0a1f2890fb,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2023-11-03T00:00:00.000,6855160565133204871
3,122001672,800456,0.0,26.3,747.0,634.95,3,0.0,0.0,634.95,0,2.41,634.95,8.96,112.05,112.05,50.8,249.0,6780eb22-0107-4877-9c3e-c999e7533339,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2023-11-03T00:00:00.000,6856157254439447925
1,122001673,800123,0.0,8.08,178.0,142.4,2,0.0,0.0,142.4,0,4.53,142.4,13.95,35.6,35.6,11.39,89.0,04eb3098-2728-4381-b50b-3cef1f331e9c,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2023-04-14T00:00:00.000,6564942083961217977
2,122001673,900789,0.0,46.99,54.5,40.88,1,0.0,0.0,40.88,0,3.3,40.88,11.69,13.62,13.62,3.27,54.5,c686b42d-9ce6-4662-9493-f94c7de12d7a,2000,2000,Fulfilled,False,False,False,False,NONE,NONE,2023-04-14T00:00:00.000,6042532958851809047
1,122001674,775376,0.0,29.04,196.0,147.0,2,0.0,0.0,147.0,0,1.65,147.0,9.66,49.0,49.0,11.76,98.0,786b4ec3-c8cb-4cfa-bf73-8a7023d039c1,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2023-07-10T00:00:00.000,6457108754829090361
2,122001674,775376,0.0,44.42,196.0,196.0,2,0.0,0.0,196.0,0,0.13,196.0,11.82,0.0,0.0,15.68,98.0,6dca176b-9ee4-4b27-a476-58143608d7f7,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2023-07-10T00:00:00.000,6814488649494027225
1,122001675,1009608,0.0,38.1,99.0,79.2,2,0.0,0.0,79.2,0,0.09,79.2,6.08,19.8,19.8,6.34,49.5,166659e4-e84d-4665-b598-9a6d46b75364,2000,2000,Shipped,True,False,False,False,NONE,NONE,2021-05-07T00:00:00.000,6949922255396699262
2,122001675,901234,0.0,33.35,119.97,95.97,3,0.0,0.0,95.97,0,0.05,95.97,8.15,24.0,24.0,7.68,39.99,046b0558-79eb-4090-a564-007a1b56b7cd,2000,2000,Shipped,False,False,False,False,NONE,NONE,2021-05-07T00:00:00.000,6610622968887728273
3,122001675,775376,0.0,8.01,294.0,264.6,3,0.0,0.0,264.6,0,1.18,264.6,8.99,29.4,29.4,21.17,98.0,a81273b5-0f15-4858-a8ad-2741b1ee1009,2000,2000,Shipped,True,False,False,False,NONE,NONE,2021-05-07T00:00:00.000,6201715603161391977
4,122001675,800456,0.0,21.9,249.0,224.1,1,0.0,0.0,224.1,0,1.22,224.1,12.67,24.9,24.9,17.93,249.0,fc83ea77-dbf6-4ef4-a6b3-3b139fa575a4,2000,2000,Shipped,True,False,False,False,NONE,NONE,2021-05-07T00:00:00.000,6293452331738276804
1,122001676,676596,0.0,32.68,139.0,118.16,2,0.0,0.0,118.16,0,3.2,118.16,13.61,20.84,20.84,9.45,69.5,74cdf1e4-48c5-41e8-afca-93f67cc07ba9,3000,3000,Processing,True,False,False,False,NONE,NONE,2020-08-10T00:00:00.000,6424107633309489113
2,122001676,900789,0.0,11.51,163.5,163.5,3,0.0,0.0,163.5,0,3.48,163.5,12.31,0.0,0.0,13.08,54.5,e4fef624-7212-4bd2-849e-b1bce8c5bae5,3000,3000,Processing,False,False,False,False,NONE,NONE,2020-08-10T00:00:00.000,6720707772454458154
3,122001676,775376,0.0,34.79,294.0,294.0,3,0.0,0.0,294.0,0,4.73,294.0,13.13,0.0,0.0,23.52,98.0,28cf3d5a-6828-42bf-81cf-8036ff70a5da,3000,3000,Processing,False,False,False,False,NONE,NONE,2020-08-10T00:00:00.000,6421938703388638469
1,122001677,775376,0.0,9.8,294.0,294.0,3,0.0,0.0,294.0,0,1.89,294.0,6.44,0.0,0.0,23.52,98.0,743e16f3-1966-4000-a5c7-34ea625052a6,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2021-07-21T00:00:00.000,6593558583926166940
2,122001677,1009608,0.0,15.27,99.0,79.2,2,0.0,0.0,79.2,0,1.17,79.2,12.06,19.8,19.8,6.34,49.5,56c12d25-e623-4f8c-8c79-be059951e030,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2021-07-21T00:00:00.000,6488385564503865443
1,122001678,1009608,0.0,5.63,49.5,49.5,1,0.0,0.0,49.5,0,3.41,49.5,8.06,0.0,0.0,3.96,49.5,4b46bdc0-7389-4842-a8e6-84ec9f3a9768,3000,3000,Pending,True,False,False,False,NONE,NONE,2023-11-13T00:00:00.000,6586256422772179183
1,122001679,800456,0.0,7.31,249.0,249.0,1,0.0,0.0,249.0,0,2.85,249.0,10.56,0.0,0.0,19.92,249.0,d8d579ba-7efb-4cbf-bac3-7854e72ea72a,3000,3000,Processing,True,False,False,False,NONE,NONE,2025-01-28T00:00:00.000,6964311200541527366
2,122001679,800456,0.0,38.34,249.0,249.0,1,0.0,0.0,249.0,0,3.9,249.0,5.73,0.0,0.0,19.92,249.0,b6b69e37-48a9-4cf0-82af-6ba0e26242ca,3000,3000,Processing,False,False,False,False,NONE,NONE,2025-01-28T00:00:00.000,6167600248094830067
1,122001680,1009608,0.0,3.65,49.5,39.6,1,0.0,0.0,39.6,0,0.28,39.6,10.82,9.9,9.9,3.17,49.5,47afdd21-5b0b-4876-b4ce-06d55525a794,3000,3000,Pending,False,False,False,False,NONE,NONE,2024-12-28T00:00:00.000,6106304547698874145
2,122001680,900789,0.0,35.43,54.5,54.5,1,0.0,0.0,54.5,0,3.01,54.5,12.89,0.0,0.0,4.36,54.5,c2cfc3db-8a18-419e-a07f-ea77b694e222,3000,3000,Pending,False,False,False,False,NONE,NONE,2024-12-28T00:00:00.000,6909852495991768811
3,122001680,901234,0.0,20.74,119.97,119.97,3,0.0,0.0,119.97,0,0.87,119.97,8.1,0.0,0.0,9.6,39.99,dee28c3d-fd07-4f0e-be1f-e83094cdcda9,3000,3000,Pending,False,False,False,False,NONE,NONE,2024-12-28T00:00:00.000,6828159592896395191
1,122001681,800456,0.0,29.32,747.0,747.0,3,0.0,0.0,747.0,0,4.36,747.0,5.3,0.0,0.0,59.76,249.0,a5a669b1-3f8b-4b20-8e96-c4e7067f58e3,5000,5000,Cancelled,True,False,False,False,NONE,NONE,2020-07-19T00:00:00.000,6135049302427481082
2,122001681,1222483,0.0,47.33,158.0,158.0,2,0.0,0.0,158.0,0,0.43,158.0,12.76,0.0,0.0,12.64,79.0,73b613d8-42b8-40a1-aef4-3f8877fb87ac,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2020-07-19T00:00:00.000,6357524310787753568
1,122001682,800123,0.0,33.76,178.0,142.4,2,0.0,0.0,142.4,0,0.47,142.4,11.1,35.6,35.6,11.39,89.0,f9dbb4be-dcc1-4882-aa1a-5777c4867745,4000,4000,Processing,False,False,False,False,NONE,184825241,2024-04-09T00:00:00.000,6962735580065226747
2,122001682,1222647,0.0,14.55,119.0,119.0,2,0.0,0.0,119.0,0,3.14,119.0,9.29,0.0,0.0,9.52,59.5,cd3d81da-885d-46a4-a1d4-b6fa492b90c0,4000,4000,Processing,False,False,False,False,NONE,NONE,2024-04-09T00:00:00.000,6820676625682537151
3,122001682,901234,0.0,15.84,119.97,95.97,3,0.0,0.0,95.97,0,4.47,95.97,9.35,24.0,24.0,7.68,39.99,4db77a13-c79b-4c12-a7e9-cea58837d2be,4000,4000,Processing,True,False,False,False,NONE,109206037,2024-04-09T00:00:00.000,6333412437841867282
4,122001682,800456,0.0,10.22,498.0,498.0,2,0.0,0.0,498.0,0,0.65,498.0,12.92,0.0,0.0,39.84,249.0,ea420fa9-afd8-4e05-ad01-9b60c6d991d5,4000,4000,Processing,True,False,False,False,NONE,NONE,2024-04-09T00:00:00.000,6468188621860773630
1,122001683,800123,0.0,27.31,178.0,133.5,2,0.0,0.0,133.5,0,3.07,133.5,11.79,44.5,44.5,10.68,89.0,5a7b40c7-ba6d-4676-ba6d-6e891717f88d,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2021-06-29T00:00:00.000,6322981560917258659
1,122001684,1222483,0.0,11.48,237.0,201.45,3,0.0,0.0,201.45,0,2.73,201.45,14.27,35.55,35.55,16.12,79.0,17bec0f6-d05d-4f91-8c78-ce16f5ad1526,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2022-05-31T00:00:00.000,6359223455227755028
2,122001684,800123,0.0,44.06,267.0,213.6,3,0.0,0.0,213.6,0,3.47,213.6,8.66,53.4,53.4,17.09,89.0,54ea2908-d5cf-437b-9c56-857214431691,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2022-05-31T00:00:00.000,6651453139800150365
3,122001684,800123,0.0,6.04,178.0,178.0,2,0.0,0.0,178.0,0,4.08,178.0,12.34,0.0,0.0,14.24,89.0,1c4aa3a3-1850-42d6-8d36-d0430bd3a8a9,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2022-05-31T00:00:00.000,6519373323944353550
4,122001684,676596,0.0,9.94,208.5,156.36,3,0.0,0.0,156.36,0,0.09,156.36,12.54,52.14,52.14,12.51,69.5,3c84c968-5bca-4b76-84c6-ce542696400d,5000,5000,Fulfilled,False,False,True,False,NONE,NONE,2022-05-31T00:00:00.000,6374055646706439598
1,122001685,1222647,0.0,43.79,119.0,119.0,2,0.0,0.0,119.0,0,1.03,119.0,11.66,0.0,0.0,9.52,59.5,22d22ada-7745-4790-8d1e-68e2e64dbb8c,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2025-09-18T00:00:00.000,6242171917743909815
2,122001685,1222647,0.0,47.54,59.5,59.5,1,0.0,0.0,59.5,0,2.17,59.5,14.23,0.0,0.0,4.76,59.5,5b741fc0-2453-47f4-8de8-4cdb09733df5,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2025-09-18T00:00:00.000,6993930207321288248
1,122001686,800123,0.0,46.6,89.0,66.75,1,0.0,0.0,66.75,0,0.15,66.75,10.73,22.25,22.25,5.34,89.0,a2d6fb41-a6da-40e6-9671-7ce07fd5b1ac,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2025-09-15T00:00:00.000,6319803797267148843
2,122001686,800123,0.0,8.09,178.0,178.0,2,0.0,0.0,178.0,0,2.38,178.0,7.19,0.0,0.0,14.24,89.0,fc65ab63-7090-4307-afdd-0e0362f7618c,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2025-09-15T00:00:00.000,6958042979776733356
3,122001686,1009608,0.0,31.88,148.5,148.5,3,0.0,0.0,148.5,0,4.03,148.5,6.78,0.0,0.0,11.88,49.5,85247adc-dcdb-4e61-ae06-afe8018e8f3f,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2025-09-15T00:00:00.000,6922839971041090591
